"","LONGITUDE","LATITUDE","p_avg","GEO3major","data","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
"2612",-93.8403,33.9069,12,"North America","train",1,6,240,139,1639,125,5437,1339,16,54,319,1,319,19,19
"2626",-93.8264,34.0794,10,"North America","train",5,6,137,138,994,171,3986,1390,16,52,317,1,317,3,3
"2627",-93.8264,34.0794,13,"North America","train",5,6,137,138,994,171,3986,1390,16,52,317,1,317,3,3
"2632",-93.8219,33.5783,7,"North America","train",1,6,236,144,2315,80,3280,1223,17,62,283,0,283,19,19
"2633",-93.8219,33.5783,17,"North America","train",1,6,236,144,2315,80,3280,1223,17,62,283,0,283,19,19
"2647",-93.7979736,32.3712769,0.2,"North America","train",1,6,299,143,2551,61,39371,1273,18,55,360,1,360,19,19
"2648",-93.7979736,32.3712769,0.3,"North America","train",1,6,299,143,2551,61,39371,1273,18,55,360,1,360,19,19
"2649",-93.7979736,32.3712769,10,"North America","train",1,6,299,143,2551,61,39371,1273,18,55,360,1,360,19,19
"2652",-93.7753,33.5844,5,"North America","train",1,6,373,135,2315,83,4921,1253,17,62,336,0,336,19,19
"2653",-93.7753,33.5844,6,"North America","train",1,6,373,135,2315,83,4921,1253,17,62,336,0,336,19,19
"2659",-93.7711,33.5503,41,"North America","train",1,6,373,135,2315,83,4921,1253,17,62,336,0,336,19,19
"2660",-93.7711,33.5503,80,"North America","train",1,6,373,135,2315,83,4921,1253,17,62,336,0,336,19,19
"2661",-93.7686,33.55,33,"North America","train",1,6,373,135,2315,83,4921,1253,17,62,336,0,336,19,19
"2662",-93.7686,33.55,37,"North America","train",1,6,373,135,2315,83,4921,1253,17,62,336,0,336,19,19
"2663",-93.7681,33.5953,6,"North America","train",1,6,373,135,2315,83,4921,1253,17,62,336,0,336,19,19
"2664",-93.7681,33.5953,7,"North America","train",1,6,373,135,2315,83,4921,1253,17,62,336,0,336,19,19
"2668",-93.7614746,34.0735016,1.2,"North America","train",1,6,144,136,994,159,4220,1400,16,53,362,1,362,3,3
"2669",-93.7614746,34.0735016,2.6,"North America","train",1,6,144,136,994,159,4220,1400,16,53,362,1,362,3,3
"2670",-93.7578,33.9492,13.2,"North America","train",5,6,164,136,1227,131,4977,1353,16,54,329,1,329,19,19
"2671",-93.7578,33.9492,17.6,"North America","train",5,6,164,136,1227,131,4977,1353,16,54,329,1,329,19,19
"2672",-93.7553,33.5875,7,"North America","train",1,6,373,135,2315,83,4921,1253,17,62,336,0,336,19,19
"2673",-93.7553,33.5875,8,"North America","train",1,6,373,135,2315,83,4921,1253,17,62,336,0,336,19,19
"2674",-93.7522,33.9678,19,"North America","train",1,6,161,141,1351,147,3612,1379,16,54,329,1,329,19,3
"2677",-93.747581,33.8977551,5,"North America","train",5,6,164,136,1219,131,4977,1353,16,54,329,1,329,3,19
"2678",-93.7459869,31.1724243,1.7,"North America","train",3,6,118,132,1185,115,6939,1350,18,50,296,1,296,19,19
"2679",-93.7459869,31.1724243,2.2,"North America","train",3,6,118,132,1185,115,6939,1350,18,50,296,1,296,19,19
"2687",-93.7343063,31.168705,3.5,"North America","train",3,6,118,132,1185,115,6939,1350,18,50,296,1,296,19,19
"2693",-93.72194,33.8611,8.8,"North America","train",5,6,210,134,1107,124,2805,1346,16,55,329,1,329,3,3
"2694",-93.72194,33.8611,13.2,"North America","train",5,6,210,134,1107,124,2805,1346,16,55,329,1,329,3,3
"2695",-93.7158,33.8167,3,"North America","train",5,6,210,134,1107,124,2805,1346,16,55,329,1,329,3,3
"2696",-93.7158,33.8167,10,"North America","train",5,6,210,134,1107,124,2805,1346,16,55,329,1,329,3,3
"2699",-93.7067,33.8431,1,"North America","train",5,6,210,134,1107,124,2805,1346,16,55,329,1,329,3,3
"2700",-93.7067,33.8431,4,"North America","train",5,6,210,134,1107,124,2805,1346,16,55,329,1,329,3,3
"2701",-93.7061,33.9339,1,"North America","train",1,6,139,137,1219,119,4731,1362,16,54,360,1,360,19,3
"2702",-93.7061,33.9339,5,"North America","train",1,6,139,137,1219,119,4731,1362,16,54,360,1,360,19,3
"2703",-93.6964,33.7431,8,"North America","train",5,6,259,134,1324,115,1406,1327,17,55,319,1,319,3,3
"2704",-93.6964,33.7431,9,"North America","train",5,6,259,134,1324,115,1406,1327,17,55,319,1,319,3,3
"2712",-93.6833,33.9378,17.6,"North America","train",1,6,139,137,1219,119,4731,1362,16,54,360,1,360,3,3
"2714",-93.6761,33.975,3,"North America","train",1,6,169,134,1170,127,4510,1381,16,55,367,1,367,3,3
"2715",-93.6761,33.975,4,"North America","train",1,6,169,134,1170,127,4510,1381,16,55,367,1,367,3,3
"2716",-93.6744,33.9603,3,"North America","train",1,6,169,134,1170,127,4510,1381,16,55,367,1,367,3,3
"2717",-93.6744,33.9603,5,"North America","train",1,6,169,134,1170,127,4510,1381,16,55,367,1,367,3,3
"2729",-93.6539,33.8292,4,"North America","train",5,6,210,134,1121,124,2805,1346,16,55,329,1,329,3,3
"2730",-93.6539,33.8292,16,"North America","train",5,6,210,134,1121,124,2805,1346,16,55,329,1,329,3,3
"2731",-93.6419,33.8706,13,"North America","train",1,6,139,137,1457,119,4731,1362,16,54,360,1,360,3,3
"2732",-93.6397,33.2064,78,"North America","train",1,6,321,144,2189,74,1415,1243,17,60,300,0,300,19,19
"2733",-93.6397,33.2064,80,"North America","train",1,6,321,144,2189,74,1415,1243,17,60,300,0,300,19,19
"2738",-93.6317,33.7119,76,"North America","train",5,6,259,134,1559,115,1406,1327,17,55,319,1,319,3,3
"2741",-93.624054,34.0809708,0.3,"North America","train",5,5,172,136,976,167,1784,1416,16,52,362,1,362,3,3
"2742",-93.624054,34.0809708,2.2,"North America","train",5,5,172,136,976,167,1784,1416,16,52,362,1,362,3,3
"2743",-93.62,33.6861,3,"North America","train",5,6,237,138,2077,110,6077,1330,17,56,268,1,268,3,19
"2744",-93.62,33.6861,5,"North America","train",5,6,237,138,2077,110,6077,1330,17,56,268,1,268,3,19
"2745",-93.619606,32.5883217,0.4,"North America","train",1,6,358,138,2399,68,3848,1285,18,57,332,0,332,19,19
"2746",-93.619606,32.5883217,4.2,"North America","train",1,6,358,138,2399,68,3848,1285,18,57,332,0,332,19,19
"2747",-93.6194,33.7044,8,"North America","train",5,6,237,139,1559,110,5707,1345,17,55,274,1,274,3,3
"2748",-93.6194,33.7044,23,"North America","train",5,6,237,139,1559,110,5707,1345,17,55,274,1,274,3,3
"2749",-93.6183,33.7411,3,"North America","train",5,6,237,139,1559,110,5707,1345,17,55,274,1,274,3,3
"2750",-93.6183,33.7411,4,"North America","train",5,6,237,139,1559,110,5707,1345,17,55,274,1,274,3,3
"2751",-93.6180573,34.0866661,1.3,"North America","train",5,5,172,136,976,167,1784,1416,16,52,362,1,362,3,3
"2752",-93.6180573,34.0866661,3.1,"North America","train",5,5,172,136,976,167,1784,1416,16,52,362,1,362,3,3
"2753",-93.6180573,34.0866661,18.3,"North America","train",5,5,172,136,976,167,1784,1416,16,52,362,1,362,3,3
"2754",-93.6061,33.8981,13.2,"North America","train",1,6,168,135,1457,110,5943,1369,16,55,308,1,308,3,3
"2755",-93.6061,33.8981,17.6,"North America","train",1,6,168,135,1457,110,5943,1369,16,55,308,1,308,3,3
"2756",-93.6000061,33.9938316,2.3,"North America","train",1,6,202,137,1165,123,1773,1386,16,55,350,1,350,3,3
"2757",-93.6000061,33.9938316,3.8,"North America","train",1,6,202,137,1165,123,1773,1386,16,55,350,1,350,3,3
"2758",-93.5916519,32.4908524,1.9,"North America","train",1,6,372,139,2200,62,2320,1275,18,58,378,0,378,19,19
"2759",-93.5916519,32.4908524,3.1,"North America","train",1,6,372,139,2200,62,2320,1275,18,58,378,0,378,19,19
"2760",-93.5916519,32.4908524,4,"North America","train",1,6,372,139,2200,62,2320,1275,18,58,378,0,378,19,19
"2761",-93.5916519,32.4908524,4.7,"North America","train",1,6,372,139,2200,62,2320,1275,18,58,378,0,378,19,19
"2762",-93.5791702,33.9980545,1.6,"North America","train",1,6,202,137,1110,123,1773,1386,16,55,350,1,350,3,3
"2763",-93.5791702,33.9980545,6.3,"North America","train",1,6,202,137,1110,123,1773,1386,16,55,350,1,350,3,3
"2766",-93.5658,34.5456,5,"North America","train",5,5,161,134,1560,223,6128,1400,15,49,362,2,362,3,3
"2767",-93.5569,33.7086,21,"North America","train",5,6,237,139,1639,110,5707,1345,17,55,274,1,274,3,3
"2768",-93.5569,33.7086,35,"North America","train",5,6,237,139,1639,110,5707,1345,17,55,274,1,274,3,3
"2769",-93.5569,33.7086,71,"North America","train",5,6,237,139,1639,110,5707,1345,17,55,274,1,274,3,3
"2770",-93.5483,33.6022,16,"North America","train",5,6,237,138,1780,110,6077,1330,17,56,268,1,268,19,19
"2771",-93.5391693,34.0825005,1.5,"North America","train",3,5,144,134,1016,149,1257,1409,16,51,378,2,378,3,3
"2772",-93.5391693,34.0825005,4.4,"North America","train",3,5,144,134,1016,149,1257,1409,16,51,378,2,378,3,3
"2775",-93.5369,33.705,10.1,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2776",-93.5369,33.705,11.9,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2777",-93.5353,33.7056,13.2,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2778",-93.5353,33.7056,15.4,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2779",-93.5353,33.7056,16.2,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2780",-93.5336,33.9356,5,"North America","train",1,6,194,132,1469,106,4224,1373,16,55,324,1,324,3,3
"2781",-93.5336,33.9356,7,"North America","train",1,6,194,132,1469,106,4224,1373,16,55,324,1,324,3,3
"2782",-93.531,34.489,7,"North America","train",3,5,176,129,1542,276,1952,1453,15,50,436,2,436,3,3
"2783",-93.531,34.489,17,"North America","train",3,5,176,129,1542,276,1952,1453,15,50,436,2,436,3,3
"2784",-93.5308,33.7053,9.2,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2785",-93.5308,33.7053,11.9,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2786",-93.5308,33.7089,15.4,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2787",-93.5308,33.7089,29,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2788",-93.5308,33.7125,15.4,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2789",-93.5303,33.7192,18.9,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2790",-93.5303,33.7192,20.2,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2791",-93.5294,33.5656,2,"North America","train",1,6,157,137,1780,106,1206,1335,17,54,321,1,321,19,19
"2792",-93.5294,33.5656,5,"North America","train",1,6,157,137,1780,106,1206,1335,17,54,321,1,321,19,19
"2793",-93.5294,33.7017,44.7,"North America","train",5,6,188,139,1670,98,5707,1359,17,55,272,1,272,3,3
"2794",-93.5294,33.7017,78.3,"North America","train",5,6,188,139,1670,98,5707,1359,17,55,272,1,272,3,3
"2795",-93.5292,33.9428,5,"North America","train",1,6,194,132,1469,106,4224,1373,16,55,324,1,324,3,3
"2796",-93.5292,33.9428,9,"North America","train",1,6,194,132,1469,106,4224,1373,16,55,324,1,324,3,3
"2797",-93.5281,33.7094,9.2,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2798",-93.5281,33.7094,15.4,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2799",-93.5281,33.7094,18.9,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2800",-93.5278,33.8258,35,"North America","train",5,6,111,135,1181,112,3466,1374,17,55,302,1,302,3,3
"2801",-93.5267,33.5256,2,"North America","train",1,6,157,137,1809,106,1206,1335,17,54,321,1,321,19,19
"2802",-93.5267,33.5256,6,"North America","train",1,6,157,137,1809,106,1206,1335,17,54,321,1,321,19,19
"2803",-93.5267,33.6978,9.2,"North America","train",5,6,188,139,1670,98,5707,1359,17,55,272,1,272,19,3
"2804",-93.5267,33.6978,25.1,"North America","train",5,6,188,139,1670,98,5707,1359,17,55,272,1,272,19,3
"2808",-93.5259458,33.513358,81,"North America","train",1,6,157,137,1809,106,1206,1335,17,54,321,1,321,19,19
"2809",-93.5247,33.7089,13.2,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2812",-93.5206,33.7772,4,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2813",-93.5206,33.7772,18,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2814",-93.5172195,34.0058327,0.4,"North America","train",5,6,187,135,1110,111,5469,1381,16,55,339,1,339,3,3
"2815",-93.5142,33.6969,9.2,"North America","train",5,6,188,139,1670,98,5707,1359,17,55,272,1,272,19,3
"2816",-93.5142,33.6969,11,"North America","train",5,6,188,139,1670,98,5707,1359,17,55,272,1,272,19,3
"2817",-93.5136,33.8581,5,"North America","train",5,6,111,135,1181,112,3466,1374,17,55,302,1,302,3,3
"2818",-93.5136,33.8581,8,"North America","train",5,6,111,135,1181,112,3466,1374,17,55,302,1,302,3,3
"2822",-93.5106,33.7086,82.7,"North America","train",5,6,188,139,1639,98,5707,1359,17,55,272,1,272,3,3
"2823",-93.5105267,34.2121726,9,"North America","train",3,5,141,135,1057,163,2073,1435,16,52,372,2,372,3,3
"2824",-93.5105267,34.2121726,10,"North America","train",3,5,141,135,1057,163,2073,1435,16,52,372,2,372,3,3
"2833",-93.5097,33.7028,53.7,"North America","train",5,6,188,139,1670,98,5707,1359,17,55,272,1,272,3,3
"2834",-93.5061,33.6994,10.1,"North America","train",5,6,188,139,1670,98,5707,1359,17,55,272,1,272,3,3
"2835",-93.5061,33.6994,14.1,"North America","train",5,6,188,139,1670,98,5707,1359,17,55,272,1,272,3,3
"2836",-93.5053,33.5067,2,"North America","train",1,6,142,133,1809,100,5221,1324,17,54,328,1,328,19,3
"2837",-93.5053,33.5067,8,"North America","train",1,6,142,133,1809,100,5221,1324,17,54,328,1,328,19,3
"2840",-93.4945526,33.9820557,0.4,"North America","train",5,6,187,135,1099,111,5469,1381,16,55,339,1,339,3,3
"2841",-93.4945526,33.9820557,8,"North America","train",5,6,187,135,1099,111,5469,1381,16,55,339,1,339,3,3
"2842",-93.4939,33.57,5,"North America","train",1,6,157,137,1645,106,1206,1335,17,54,321,1,321,19,19
"2843",-93.4939,33.57,7,"North America","train",1,6,157,137,1645,106,1206,1335,17,54,321,1,321,19,19
"2844",-93.4925,33.8128,4,"North America","train",5,6,111,135,1220,112,3466,1374,17,55,302,1,302,3,3
"2845",-93.4925,33.8128,7,"North America","train",5,6,111,135,1220,112,3466,1374,17,55,302,1,302,3,3
"2846",-93.4903336,33.9916115,1,"North America","train",5,6,187,135,1099,111,5469,1381,16,55,339,1,339,3,3
"2847",-93.4903336,33.9916115,4.25,"North America","train",5,6,187,135,1099,111,5469,1381,16,55,339,1,339,3,3
"2848",-93.4903,33.6817,4,"North America","train",1,6,124,135,1669,109,4924,1347,17,56,301,1,301,19,19
"2849",-93.4903,33.6817,5,"North America","train",1,6,124,135,1669,109,4924,1347,17,56,301,1,301,19,19
"2854",-93.4794,33.7467,18,"North America","train",5,6,188,139,1637,98,5707,1359,17,55,272,1,272,3,3
"2855",-93.4794,33.7467,19,"North America","train",5,6,188,139,1637,98,5707,1359,17,55,272,1,272,3,3
"2858",-93.4764,33.8517,3,"North America","train",5,6,111,135,1220,112,3466,1374,17,55,302,1,302,3,3
"2859",-93.4764,33.8517,4,"North America","train",5,6,111,135,1220,112,3466,1374,17,55,302,1,302,3,3
"2860",-93.4727783,34.0098038,2.1,"North America","train",5,6,187,135,1099,111,5469,1381,16,55,339,1,339,3,3
"2861",-93.4727783,34.0098038,6.7,"North America","train",5,6,187,135,1099,111,5469,1381,16,55,339,1,339,3,3
"2863",-93.4693604,34.0534439,1.5,"North America","train",3,5,144,134,1014,149,1257,1409,16,51,378,2,378,3,3
"2864",-93.4693604,34.0534439,2.6,"North America","train",3,5,144,134,1014,149,1257,1409,16,51,378,2,378,3,3
"2867",-93.4375,34.0041656,8.1,"North America","train",1,6,168,136,1099,97,1812,1372,16,52,335,1,335,3,3
"2868",-93.4375,34.0041656,15.7,"North America","train",1,6,168,136,1099,97,1812,1372,16,52,335,1,335,3,3
"2873",-93.4068298,32.5654182,0.7,"North America","train",1,6,214,136,1856,69,3178,1288,18,52,324,1,324,19,19
"2874",-93.4068298,32.5654182,1.4,"North America","train",1,6,214,136,1856,69,3178,1288,18,52,324,1,324,19,19
"2878",-93.3869476,17.981945,50,"Latin America and the Caribbean","train",1,2,352,128,672,22,12020,2046,26,58,401,0,401,13,30
"2879",-93.3869476,17.981945,81,"Latin America and the Caribbean","train",1,2,352,128,672,22,12020,2046,26,58,401,0,401,13,30
"2912",-93.1622,34.7711,5,"North America","train",3,5,152,133,1638,317,2180,1362,15,51,333,5,333,3,3
"2913",-93.1622,34.7711,9,"North America","train",3,5,152,133,1638,317,2180,1362,15,51,333,5,333,3,3
"2914",-93.161,33.388,17.6,"North America","train",1,6,106,133,1616,89,1334,1310,17,51,365,1,365,19,19
"2915",-93.161,33.388,26.4,"North America","train",1,6,106,133,1616,89,1334,1310,17,51,365,1,365,19,19
"2916",-93.161,33.39,26.4,"North America","train",1,6,106,133,1616,89,1334,1310,17,51,365,1,365,19,19
"2917",-93.161,33.39,35.2,"North America","train",1,6,106,133,1616,89,1334,1310,17,51,365,1,365,19,19
"2918",-93.159,33.39,26.4,"North America","train",1,6,106,133,1616,89,1334,1310,17,51,365,1,365,19,19
"2919",-93.157,33.391,26.4,"North America","train",1,6,106,133,1616,89,1334,1310,17,51,365,1,365,19,19
"2920",-93.157,33.391,35.2,"North America","train",1,6,106,133,1616,89,1334,1310,17,51,365,1,365,19,19
"2921",-93.153,33.377,8.8,"North America","train",1,6,106,133,1616,89,1334,1310,17,51,365,1,365,19,19
"2922",-93.153,33.377,13.2,"North America","train",1,6,106,133,1616,89,1334,1310,17,51,365,1,365,19,19
"2924",-93.106,34.028,13,"North America","train",5,6,271,133,1357,75,6153,1350,17,53,299,1,299,3,3
"2925",-93.106,34.028,15,"North America","train",5,6,271,133,1357,75,6153,1350,17,53,299,1,299,3,3
"2926",-93.0988922,17.4536114,6,"Latin America and the Caribbean","train",3,2,292,109,400,124,7090,3872,25,54,582,6,582,19,19
"2927",-93.0988922,17.4536114,16,"Latin America and the Caribbean","train",3,2,292,109,400,124,7090,3872,25,54,582,6,582,19,19
"2928",-93.0988922,17.4536114,21,"Latin America and the Caribbean","train",3,2,292,109,400,124,7090,3872,25,54,582,6,582,19,19
"2929",-93.0764,34.7456,6,"North America","train",3,5,187,132,1302,256,6705,1405,15,50,360,2,360,3,3
"2930",-93.0764,34.7456,7,"North America","train",3,5,187,132,1302,256,6705,1405,15,50,360,2,360,3,3
"2931",-93.0764,34.7456,8,"North America","train",3,5,187,132,1302,256,6705,1405,15,50,360,2,360,3,3
"2936",-92.978,34.059,4,"North America","train",1,6,187,135,1433,73,3092,1343,17,52,305,1,305,3,3
"2937",-92.9641647,17.6572227,29,"Latin America and the Caribbean","train",1,2,290,129,727,17,7197,2893,26,58,527,0,527,13,13
"2938",-92.9641647,17.6572227,31,"Latin America and the Caribbean","train",1,2,290,129,727,17,7197,2893,26,58,527,0,527,13,13
"2970",-92.4906,34.9683,4,"North America","train",3,5,242,133,1517,98,3802,1268,16,53,347,1,347,3,3
"2971",-92.4906,34.9683,9,"North America","train",3,5,242,133,1517,98,3802,1268,16,53,347,1,347,3,3
"2986",-92.40639,33.96306,8,"North America","train",1,6,128,135,1675,74,2444,1334,17,51,261,1,261,3,3
"2987",-92.40639,33.96306,12,"North America","train",1,6,128,135,1675,74,2444,1334,17,51,261,1,261,3,3
"2989",-92.37912,33.96639,2,"North America","train",1,6,128,135,1675,74,2444,1334,17,51,261,1,261,3,3
"2990",-92.37912,33.96639,5,"North America","train",1,6,128,135,1675,74,2444,1334,17,51,261,1,261,3,3
"2991",-92.37912,33.96639,8,"North America","train",1,6,128,135,1675,74,2444,1334,17,51,261,1,261,3,3
"2992",-92.36889,33.99917,2,"North America","train",1,6,128,135,1675,74,2444,1334,17,51,261,1,261,3,3
"2993",-92.36889,33.99917,7,"North America","train",1,6,128,135,1675,74,2444,1334,17,51,261,1,261,3,3
"2999",-92.33167,33.31694,13,"North America","train",1,6,180,138,1632,36,1156,1344,17,51,319,0,319,19,19
"3000",-92.33083,33.85472,13,"North America","train",1,6,107,135,1561,77,2639,1344,17,51,283,1,283,19,19
"3001",-92.3222,33.8552,8,"North America","train",1,6,107,135,1561,77,2639,1344,17,51,283,1,283,19,19
"3002",-92.3222,33.8552,12,"North America","train",1,6,107,135,1561,77,2639,1344,17,51,283,1,283,19,19
