NO.,Databases,Original.reference,Year,LONGITUDE,LATITUDE,MAT,MAP,AI,ELEVATION,VEGETATION,DEPTH,CLAY,SILT,SAND,BDENSITY,PH,CEC,SOC,TN,C_N,TOTAL_P
3213,Hou unpublished,Bai 2006,2006,115.91667,40.28333,7,497,0.4976,940,Forest,2.5,,,,,6.54,,34.98,2.49,14.04819277,660
3214,Hou unpublished,Zhang et al. 2007,2007,115.01528,48.00472,1.3,169,0.2108,788,Forest,2.5,,,,,6.54,,92.98,1.61,57.7515528,660
2408,"Hou et al., 2018","Roberts et al., 1985",1985,-103.85136,49.66985,3.63,386,0.3789,375,GRASSLAND,6,220,470,310,,6.6,,26.7,2.5,,660
1408,"Deng et al., 2017","Ens et al., 2013",2013,-97,50,2.4,538,,,FOREST,40,,,,1.107837652,,,,,,660
1873,Additional search,"Vincent et al., 2013",2013,20.30777778,64.07611111,,,,,FOREST,10,,,,,3.9,,454,1.07,,660
415,"Augusto et al., 2017","Nikonov, 1981",1981,34.67,67.64,-0.7,490,0.9494,190,FOREST,135,70,,,0.31,4.45,,478.1471,,,660
1875,Additional search,"Br¨¦doire et al., 2016",2016,84,55.55,1.3,509.8,,,FOREST,100,,,,,,,,,,659.3
3215,Hou unpublished,Sharpley and Smith 1983,1983,-96,48,3.8,553,0.645,344,GRASSLAND,7.5,,,,,,,,,,658
418,"Augusto et al., 2017","Yu et al., 2014",2014,119.16,37.7724,12.25,580,0.5679,1,WETLAND,15,180,,,1.396525751,8.9,,10,0.690722891,14.8,657.8
1593,He Hedley_P search,"Wang etal., 2020_STOEN",2020,108.3232,30.799825,18.2,1053,1.1489,175,GRASSLAND,10,240,,,,6.14,,37.7,,,657.61
419,"Augusto et al., 2017","Graham et al., 2005",2005,-122.093,42.5,6.2,796,0.6661,1481,WETLAND,6,70,,,0.155,5.5,,196.129,15.677,12.51062065,657.42
5148,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,11.184,1.393,,657.2
3216,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,7.85,,21.42,0.71,30.16901408,657.14
421,"Augusto et al., 2017","Mirabello et al., 2013",2013,-79.833,9.1,26.4,2600,1.4088,86,FOREST,37.5,360,,,1.57,4.8,,1.4,,,656.7
422,"Augusto et al., 2017","Yu et al., 2014",2014,119.16,37.7724,12.25,580,0.5679,1,WETLAND,15,180,,,1.448439356,8.8,,7,0.518701583,14.8,656.5
3219,Hou unpublished,"Logathan and Sutton, 1987",1987,6.66046,5.05811,26.7,2510,1.5987,13,,5,160,70,770,,5.4,,14.4,,,656
3217,Hou unpublished,Logathan and Sutton 1987,1987,6.87744,5.13471,26.3,2337,1.499,44,,5,160,70,770,,5.4,,14.4,,,656
3220,Hou unpublished,Yan 2012,2012,117.77403,27.8473,11.1,2233,2.8106,1773,GRASSLAND,10,,,,,,,,,,655.9
1594,He Hedley_P search,"Oelmann etal., 2017_AEE",2017,8.221388889,48.56111111,6.25,1900,2.4711,740,GRASSLAND,2,160,,,,5.2,,113,,,655.17
1595,He Hedley_P search,"Gatiboni etal., 2017_CR",2017,-50.05717778,-27.49997778,15.9,1400,1.4357,,FOREST,15,413,359,228,,4.1,,31,,,654.6
423,"Augusto et al., 2017","Gressel et al., 1996",1996,-120.65,38.883,11.5,1650,0.9257,1300,FOREST,1.5,200,400,400,0.283054523,5.8,,178,8.09,22.00247219,654.41
424,"Augusto et al., 2017","Yevseyev, 1982",1982,168.61,69.8,-14,140,0.4997,35,TUNDRA,2.5,210,,,1.34,7.6,,18.5504,1.1594,16,654.16
5149,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,21.3804,2.1714,,654.1
1354,"Deiss et al., 2018",Turner et al. 2014,2014,169.076754,-43.820151,11.3,1958.5,,4,FOREST,3,,,,,4.7,,360.5,9.9,,654
1376,"Deiss et al., 2018",Vicent et al. 2013,2013,20.33638889,64.05472222,2.7,660,,96,FOREST,10,,,,,4,,402,9.2,,654
426,"Augusto et al., 2017","Nikonov, 1979",1979,34.67,67.64,-0.7,490,0.9494,190,FOREST,9,70,,,0.9,4.61,3.16,19,0.9,21,653
1596,He Hedley_P search,"Wang etal., 2020_STOEN",2020,108.3232,30.799825,18.2,1053,1.1489,165,GRASSLAND,10,240,,,,7.18,,49.1,,,652.9
427,"Augusto et al., 2017","Condron et al., 1996",1996,171.7,-43.2,7.3,530,1.2907,490,FOREST,5,200,,,1.107743526,4.3,,29.4,1.3,22.61538462,652.8
3221,Hou unpublished,Xiao et al. 2015,2015,103.76,29.6,17.5,1366,1.246,375,Forest,7.5,81.4,183,735,,4.17,,10.21,,,652.74
3222,Hou unpublished,Zhang et al. 2011,2011,108.45833,33.45,8.4,948,1.2892,1762,Forest,30,,,,,5.87,,5.34,0.78,6.846153846,652.23
428,"Augusto et al., 2017","Satti et al., 2007",2007,-71.5,-39.7,7.1,1033.333333,1.0386,1021.666667,FOREST,7.5,100,250,650,0.884371136,6,,49,2.8,17.5,652
3224,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,6.8,,21.94,0.38,57.73684211,651.65
3225,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,7.4,,15.34,0.55,27.89090909,651.65
429,"Augusto et al., 2017","Litaor et al., 2004",2004,35.1,33,20.1,636,0.3239,70,WETLAND,OTHER,45,716,239,,8.9,,5.7,,,651.5
430,"Augusto et al., 2017","Satti et al., 2007",2007,-71.6,-40.5,8.3,2006.666667,1.1315,810,FOREST,7.5,100,250,650,0.578424962,5.7,,89,4.5,19.77777778,651
432,"Augusto et al., 2017","Khan & Joergensen, 2012",2012,72.483,33.9,22,650,0.3561,320,DESERT,15,60,690,250,1.547433948,10.5,,1.6,0.340425532,4.7,651
3226,Hou unpublished,Yan 2012,2012,117.78427,27.8611,11.1,2233,3.0126,1773,GRASSLAND,10,,,,,,,,,,650.65
3230,Hou unpublished,Zhu 2009,2009,118.05833,24.825,20.9,1320,1.1496,139,Forest,5,,,,1.28,,,24.45,2.03,12.04433498,650
5150,"Wang et al., 2021","Yang et al., 2019",2019,113.0333,28.1,17.2,1422,,,FOREST,25,,,,,4.65,,9.12,0.83,,650
3231,Hou unpublished,Qin 2014,2014,105.6,29.4,18.1,1076,1.0033,337,Forest,10,,,,,6.9,,8.29,1.17,7.085470085,650
4660,"Hou et al., 2020","Li et al., 2014",2014,102.88333,34.91667,2.4,550,0.7422,3000,GRASSLAND,10,200,600,200,,,,33.8,3.7,,650
3229,Hou unpublished,Bai 2006,2006,115.91667,40.28333,7,497,0.4976,940,Forest,15,,,,,6.48,,33.41,2.4,13.92083333,650
3228,Hou unpublished,Geng et al. 2007,2007,116.01939,40.34373,8.3,492,0.4898,708,SHRUBLAND,12.5,140.7,317,542.3,0.99,7.14,,32.48,1.29,25.17829457,650
433,"Augusto et al., 2017","Sharpley et al., 1985",1985,-92.29,42.18,8.4,870,0.7546,276,GRASSLAND,15,253,711,36,1.152971874,5.6,25.3,26,2.4,10.83333333,650
3227,Hou unpublished,Zhang et al. 2007,2007,115.01528,48.00472,1.3,169,0.2108,788,Forest,7.5,,,,,6.48,,50.81,1.38,36.81884058,650
3232,Hou unpublished,Naylor et al. 1996,1996,-0.29833,50.96167,10,660,0.909,22,GRASSLAND,10,,,,,,,50.46,,,650
3233,Hou unpublished,Naylor et al. 1996,1996,0.34333,50.98667,9.8,729,1.0439,102,GRASSLAND,10,,,,,,,33.64,,,650
434,"Augusto et al., 2017","Alt et al., 2011",2011,13.5,52.9,8.6,570,0.6995,64,,,50,,,1.34,5.666666667,,2.2,,13.1,650
1377,"Deiss et al., 2018",Vicent et al. 2013,2013,20.34,63.90194444,2.7,660,,45,FOREST,10,,,,,4,,405,10.6,,650
1877,Additional search,"Vincent et al., 2013",2013,20.33638889,64.05472222,,,,,FOREST,10,,,,,4,,402,0.92,,650
3234,Hou unpublished,Liu et al. 2010,2010,128.86944,47.18347,0.8,651,0.836,358,Forest,10,,,,,,,,,,649.8
1878,Additional search,"Memon et al., 2011",2011,68.39527778,25.40888889,,,,,,7.5,,,,,7.9,,11.60092807,,,649.0497047
5151,"Wang et al., 2021","Wang et al., 2008",2008,116.19,29.01,17.6,1500,,,WETLAND,5,,,,,,,27.03,2.98,,649
435,"Augusto et al., 2017","Schoneau et al., 1989",1989,-106.95,50.5,3.2,325,0.331,715,GRASSLAND,57.5,256,409,335,1.34,8.7,,1,,,649
3235,Hou unpublished,Yan 2012,2012,117.77403,27.8473,11.1,2233,2.8106,1773,GRASSLAND,30,,,,,,,,,,648.65
1597,He Hedley_P search,"Lin etal., 2018_F",2018,120.8301611,24.65952778,22.4,1700,1.215,,FOREST,OTHER,115,798,85,,8.6,,9,,,648.6
5152,"Wang et al., 2021","Chen et al., 2016",2016,100.1255944,37.36018056,0.137,344.4078369,,,GRASSLAND,5,,,,,8.2,,38.10615328,4.174082578,,648.201863
5153,"Wang et al., 2021","Chen et al., 2016",2016,99.86103611,37.26635556,0.029,336.5249939,,,GRASSLAND,5,,,,,8.75,,16.22727287,1.915179788,,648.029729
436,"Augusto et al., 2017","Schoneau et al., 1989",1989,-106.95,50.5,3.2,325,0.331,715,GRASSLAND,80,257.7422577,419.5804196,322.6773227,1.34,8.5,,1,,,648
5154,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,17.988,1.8242,,647.9
5155,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,10.2468,1.2292,,647.9
1879,Additional search,"Memon et al., 2011",2011,68.49416667,25.40388889,,,,,,47.5,,,,,8,,1.740139211,,,647.8382612
2409,"Hou et al., 2018",Feng et al. 2016,2016,119.299,47.644,-1.84,379.46,0.3508,867,GRASSLAND,5,58.6,140.2,508.257,0.937615,6.45413,,36.4000209,3.40853374,,647.78
437,"Augusto et al., 2017","Yu et al., 2014",2014,119.16,37.7724,12.25,580,0.5679,1,WETLAND,55,180,,,1.413593763,8.9,,9,,,647.6
1880,Additional search,"Memon et al., 2011",2011,68.49416667,25.40388889,,,,,,70.5,,,,,8.3,,1.740139211,,,647.1460078
3236,Hou unpublished,Zhang et al. 2009,2009,113,39.91667,4.3,429,0.4636,1493,SHRUBLAND,10,,,,,,,6.31,0.67,9.417910448,647
438,"Augusto et al., 2017","Gabbasova, 1993",1993,54.5,54.5,3.3,553,0.5308,166,FOREST,10,270,,,0.819865511,7.5,,55.8,2.607801392,21.397335,646.75
1881,Additional search,"Br¨¦doire et al., 2016",2016,85.17,54.18,1.2,453,,,FOREST,100,,,,,,,,,,646.2
3237,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,7.22,,20.9,0.45,46.44444444,646.15
3238,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,6.97,,14.82,0.78,19,646.15
1598,He Hedley_P search,"Oelmann etal., 2017_AEE",2017,9.370852778,48.70878056,6.25,900,0.9025,760,GRASSLAND,2,240,,,,6.4,,86,,,646.04
1355,"Deiss et al., 2018",Turner et al. 2014,2014,169.078247,-43.821086,11.3,1958.5,,17,FOREST,4,,,,,5.6,,254.2,8.2,,646
2410,"Hou et al., 2018",Hou et al.2018,2018,108.735,27.875,14.15,1265,1.3196,1037,FOREST,5,190,,,,3.96,,62.4,5.5,,645.6
5156,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,33.0444,3.2158,,644.8
439,"Augusto et al., 2017","Achat et al., 2013",2013,85.167,54.167,-1.1,850,0.623,450,FOREST,64.05,170,785,45,1.509912726,5.75,,3.6,0.62,5.8,644.7
440,"Augusto et al., 2017","Nikonov, 1979",1979,34.67,67.64,-0.7,490,0.9494,190,FOREST,84,70,,,1.57,4.79,0.85,6.4,,,644
442,"Augusto et al., 2017","Gabbasova, 1993",1993,56,52.667,3.1,449,0.4956,298,FOREST,50.5,230,,,1.210389519,7.4,,21.9,,,643.51
1882,Additional search,"Memon et al., 2011",2011,68.51777778,25.425,,,,,,42.5,,,,,8.2,,3.480278422,,,643.4584271
5157,"Wang et al., 2021","Chen et al., 2016",2016,83.30125833,32.40011111,0.976,328.875,,,GRASSLAND,5,,,,,8.976666667,,4.844150762,0.716666667,,643.224883
443,"Augusto et al., 2017","Crews, 1996",1996,-98.3,19.3,15.6,816,0.4343,2262,GRASSLAND,10,153.8461539,417.5824176,428.5714286,1.34,7.6,,34.255,2.446785714,14,643
1599,He Hedley_P search,"Jien etal., 2016_C",2016,121.5936417,24.51556111,10,3200,3.5177,1858,FOREST,5,380,525,95,,3.87,,108,,,643
444,"Augusto et al., 2017","Wang et al., 2012",2012,128.433,42.033,-2,850,0.8858,1280,WETLAND,27.5,200,,,0.160924104,5.8,,490,,,643
2411,"Hou et al., 2018","Schlesinger et al., 1998",1998,105.423,-6.102,27,2750,1.6381,480,FOREST,11,,,,,,,,,,642.4
445,"Augusto et al., 2017","Yu et al., 2014",2014,119.16,37.7724,12.25,580,0.5679,1,WETLAND,25,180,,,1.448439356,8.7,,7,,,642.2
3240,Hou unpublished,Zhang et al. 2011,2011,108.45833,33.45,8.4,948,1.2892,1762,Forest,30,,,,,6.2,,4.43,0.93,4.76344086,642.04
3241,Hou unpublished,Udo and Ogunwale 1977,1977,9,10,23.9,1264,0.7105,951,SAVAN,21.5,255,425,225,,5.3,,7.83,,,642
1883,Additional search,"Memon et al., 2011",2011,68.49416667,25.40388889,,,,,,24,,,,,8.4,,2.900232019,,,641.7499811
5158,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,13.5264,1.603,,641.7
5159,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,11.34,1.4602,,641.7
1600,He Hedley_P search,"Tian etal., 2019_F",2019,112.0166667,36.51666667,8.7,625,0.4257,,FOREST,5,180,,,,6.1,,55.7,3.55,15.69014085,641.5
446,"Augusto et al., 2017","Sun et al., 2013",2013,101.955,29.546,-3.5,1092,1.6181,4221,GRASSLAND,15,170,,,1.34,4.94,,40.2628,1.11,36.27279279,641.1
447,"Augusto et al., 2017","Wang et al., 2006",2006,133.52,47.75,3,575,0.6983,52,WETLAND,15,640,350,10,0.951367356,5.6,,42.55,3.9,10.91025641,641
3242,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,7.29,,12.22,0.63,19.3968254,640.66
1601,He Hedley_P search,"Chen et al., 2018_EES",2018,30.58333333,30.58333333,15,1490,0.0201,,FOREST,5,220,,,,4,,0.2,,,640.08
5160,"Wang et al., 2021","Saggar et al., 2000",2000,175.83,-40.3,12,2002,,,GRASSLAND,5,,,,,5.24,,52.8,4.42,,640
449,"Augusto et al., 2017","Basamba, 2007",2007,-76.55,2.8,19.3,1900,1.4911,1500,,7.5,430,,,0.880734199,5.3,,49.367,3.841,12.85264254,640
5161,"Wang et al., 2021","Yavitt et al., 1993",1993,-79.85,9.15,26.1,2600,,,FOREST,7.5,,,,,5.4,,44,3.5,,640
1414,"Deng et al., 2017","Gong et al. , 2006",2006,104.65,35.567,6.7,427,,,FOREST,40,,,,1.217295754,,,,,,640
3245,Hou unpublished,Yue 2007,2007,108,37.45,6.9,370,0.3805,1644,Forest,10,,,,,8.12,,6.03,0.49,12.30612245,640
3243,Hou unpublished,Vaughn and Jones 1980,1980,-123.42728,38.72945,12.1,1080,1.1235,146,GRASSLAND,7.5,170,340,490,,6.1,,24.94,,,640
3246,Hou unpublished,Zheng 2009,2009,88.18,39.04,11.7,23,0.0168,893,,25,,,,,7.79,,4.85,0.39,12.43589744,640
448,"Augusto et al., 2017","Zhang et al., 2011",2011,115.5,40.26,9.1,435,0.2836,626,WETLAND,15,190,,,1.34,7.89,,9.5914,0.667293589,14.8,640
15,"Adams et al., 2020","Adams et al., 2020",2020,-3.97,53.08,6.1,3105,,,GRASSLAND,32,,,,0.41,4.37,,174,,,640
1884,Additional search,"Vincent et al., 2013",2013,20.4925,63.79527778,,,,,FOREST,10,,,,,5.5,,344,1.85,,640
450,"Augusto et al., 2017","Cleveland, 2003",2003,-83.617,8.717,26,5100,1.9406,159,GRASSLAND,5,340,,,0.75,5.1,,50,4,12.5,639.5
451,"Augusto et al., 2017","Yu et al., 2014",2014,119.16,37.7724,12.25,580,0.5679,1,WETLAND,25,180,,,1.448439356,8.8,,7,,,639.5
1885,Additional search,"Esberg et al., 2010",2010,30.11666667,-29.61666667,14.8,988,,,FOREST,25,,,,,,,,,,639.4
452,"Augusto et al., 2017","Esberg et al., 2010",2010,30.07,-29.37,14.8,988,0.5589,1300,FOREST,25,600,200,200,0.799372504,5.9,,58.1,3.1,18.74193548,639.4
1886,Additional search,"Memon et al., 2011",2011,68.39527778,25.40888889,,,,,,23,,,,,8,,4.64037123,,,639.3670319
5162,"Wang et al., 2021","Chen et al., 2016",2016,100.8914167,36.31675463,5.453,380.875,,,GRASSLAND,5,,,,,8.15,,44.44913707,4.66,,639.155548
453,"Augusto et al., 2017","Quesada et al., 2010",2010,-61.5,-14.5,24.94,1333,0.8928,396,FOREST,15,68,88.5,843.5,0.754537027,6.17,5.22,63.4,5.1,12.51,639.09
1294,"Deiss et al., 2018",McDowell and Steward 2006,2006,170.535844,-45.857992,10.4,808,,200,FOREST,12,100,100,800,,5.4,,49,,,639
454,"Augusto et al., 2017","Duffera & Robarge, 1996",1996,39,8.75,19,850,0.5022,1850,GRASSLAND,15,671,279,50,1.314606694,6.4,51,15,1.2,12.5,639
456,"Augusto et al., 2017","Wang et al., 2012",2012,128.433,42.033,-2,850,0.8858,1280,WETLAND,7.5,200,,,0.16180051,5.8,,460,26.49391905,14.6,639
455,"Augusto et al., 2017","Alt et al., 2011",2011,13.3,52.7,8.8,573,0.6563,42,,,30,,,1.34,5.666666667,,1.4,,13.1,639
1378,"Deiss et al., 2018",Vicent et al. 2013,2013,20.4925,63.79527778,2.7,660,,2,FOREST,10,,,,,5.5,,344,,,639
457,"Augusto et al., 2017","Yevseyev, 1982",1982,168.61,69.8,-14,140,0.4997,35,TUNDRA,22.5,210,,,1.34,6.5,,5.3754,,,638.74
458,"Augusto et al., 2017","Yevseyev, 1982",1982,168.61,69.8,-14,140,0.4997,35,TUNDRA,6.5,210,,,1.34,6.1,,22.9245,1.43278125,16,638.33
459,"Augusto et al., 2017","Sun et al., 2013",2013,102.025,29.589,8.4,965,0.9951,2777,FOREST,15,150,,,1.57,4.49,,29.18526,1.73,16.87009249,638.3
1602,He Hedley_P search,"Jien etal., 2016_C",2016,121.5936417,24.51556111,10,3200,3.5177,1860,FOREST,6,407,348,245,,3.65,,263,,,638
1603,He Hedley_P search,"Liu et al., 2018_CJAE",2018,111.9833333,36.81666667,6.2,680,0.6266,2337,FOREST,5,190,,,,5.94,,36.72,3.08,11.92207792,637.52
1887,Additional search,"Br¨¦doire et al., 2016",2016,83.47,53.41,2.7,431.5,,,FOREST,100,,,,,,,,,,637.5
3249,Hou unpublished,Yan 2012,2012,117.78377,27.86057,11.1,2233,3.0092,1773,GRASSLAND,50,,,,,,,,,,636.4
460,"Augusto et al., 2017","Solomon & Lehmann, 2000",2000,37,-4.5,20,550,0.396,1300,FOREST,15,185.5670103,117.5257732,696.9072165,1.33,6.9,15.7,13.8,1.22,11.3,636
5163,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,34.3896,3.1052,,635.5
461,"Augusto et al., 2017","de Schrijver et al., 2012",2012,3.35,50.766,9.6,805,0.9242,40,FOREST,22.5,140,,,1.57,6.4,,0.6,,,635.26
3250,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,6.13,,17.77,0.48,37.02083333,635.17
3251,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,6.83,,26.28,0.46,57.13043478,635.17
3252,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,6.36,,26.8,0.59,45.42372881,635.17
3253,Hou unpublished,Sharpley and Smith 1983,1983,-93.5,42,8.7,842,0.8396,296,GRASSLAND,22.5,,,,,,,,,,635
462,"Augusto et al., 2017","Sharpley et al., 1985",1985,-92.29,42.18,8.4,870,0.7546,276,GRASSLAND,15,328,642,30,1.03769277,6.1,28.3,35,2.7,12.96296296,635
1604,He Hedley_P search,"Siebers etal., 2019_PO",2019,6.304166667,50.50416667,7,1220,1.6853,,FOREST,15,213,606,181,,4.1,,63.4,3.3,19.2,635
3254,Hou unpublished,Yan 2012,2012,117.77403,27.8473,11.1,2233,2.8106,1773,GRASSLAND,50,,,,,,,,,,634.05
463,"Augusto et al., 2017","Nikonov, 1979",1979,34.67,67.64,-0.7,490,0.9494,190,FOREST,126.5,70,,,1.478818129,5.12,2.66,5.3,0.3,18,634
5164,"Wang et al., 2021","Chen et al., 2016",2016,98.16615,36.10771944,3.104,300.9916687,,,GRASSLAND,5,,,,,8.51,,21.07941888,2.088123263,,633.755946
2412,"Hou et al., 2018","Roberts et al., 1985",1985,-102.16942,49.22788,2.96,404,0.4292,425,GRASSLAND,9.5,210,380,410,,7.4,,26,2.3,,633.4
5165,"Wang et al., 2021","Joergensen et al., 1995",1995,10.5,52.25,7,900,,,FOREST,5,,,,,6.4,,84,6.39996,,633
5166,"Wang et al., 2021","Chen et al., 2016",2016,92.89758056,31.81689352,0.367,508.4028625,,,GRASSLAND,5,,,,,7.523333333,,47.03785381,5.10333333,,632.963717
5167,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,23.6772,2.4052,,632.4
5168,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,22.8456,2.0958,,632.4
5169,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,22.266,2.2554,,632.4
5170,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,10.038,1.2124,,632.4
464,"Augusto et al., 2017","Wang et al., 2012",2012,128.433,42.033,-2,850,0.8858,1280,WETLAND,2.5,200,,,0.165116279,5.8,,400,23.05349289,14.6,632
1605,He Hedley_P search,"Shiau etal., 2018_F",2018,121.4,24.58333333,12.5,1850,2.826,,FOREST,4.5,250,,,,3.5,17.7,176.9,7.4,,631.2
3255,Hou unpublished,"Charley and West, 1975",1975,-114.00131,37.37424,12.7,269,0.1881,1299,SHRUBLAND,3.75,,,,,7.7,,8.2,0.8,10.25,631
5171,"Wang et al., 2021","Chen et al., 2016",2016,100.0701667,35.93266111,3.625,357.7431335,,,GRASSLAND,5,,,,,8.52,,21.91368815,2.849768999,,630.686387
1888,Additional search,"Shariatmadari et al., 2007",2007,51.92265,32.54558889,,,,,,10,,,,,,,,,,630.6666667
3256,Hou unpublished,Yan 2012,2012,117.78427,27.8611,11.1,2233,3.0126,1773,GRASSLAND,30,,,,,,,,,,630.15
3257,Hou unpublished,Zhong 2015,2015,110.4116,18.6643,,,1.2817,,Forest,5,,,,,4.58,,27.5,1.63,16.87116564,630
5173,"Wang et al., 2021","Tan et al., 2014",2014,105.259,25.8453,15,1575,,,FOREST,25,,,,,7.8,,29.39,1.76,,630
5172,"Wang et al., 2021","Wang et al., 2008",2008,117.63,27.74,15,2000,,,FOREST,5,,,,,4.52,,48.42,5.46,,630
3258,Hou unpublished,Bai 2006,2006,115.91667,40.28333,7,497,0.4976,940,Forest,2.5,,,,,6.65,,26.97,1.5,17.98,630
3261,Hou unpublished,Bai 2006,2006,115.91667,40.28333,7,497,0.4976,940,Forest,35,,,,,6.49,,18.27,1.62,11.27777778,630
3259,Hou unpublished,Geng et al. 2007,2007,116.01939,40.34373,8.3,492,0.4898,708,Forest,2.5,135.1,295.3,569.6,1.1,6.66,,60.51,2.31,26.19480519,630
3260,Hou unpublished,Zhang et al. 2007,2007,115.01528,48.00472,1.3,169,0.2108,788,Forest,20,,,,,6.56,,47.51,1.31,36.26717557,630
3262,Hou unpublished,Zhang et al. 2007,2007,115.01528,48.00472,1.3,169,0.2108,788,Forest,35,,,,,6.49,,41.47,1.27,32.65354331,630
1409,"Deng et al., 2017","Ens et al., 2013",2013,-106.75,52,2,454,,,FOREST,40,,,,1.172645981,,,,,,630
3263,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,7.22,,22.11,0.47,47.04255319,629.67
3264,Hou unpublished,Ding 2010,2010,114,36.55833,11.7,609,0.5219,564,Forest,0,,,,,7.15,,42.93,0.94,45.67021277,629.67
3265,Hou unpublished,Zheng et al. 2008,2008,105.4,29.65139,18,1045,0.9778,344,Forest,30,,,,1.62,,,2.83,0.69,4.101449275,629
467,"Augusto et al., 2017","Litaor et al., 2004",2004,35.1,33,20.1,636,0.3239,70,WETLAND,OTHER,102,757,141,,8.8,,7.5,,,629
1890,Additional search,"Br¨¦doire et al., 2016",2016,79.14,53.59,2.9,324.5,,,GRASSLAND,30,,,,,,,,,,628.7
1889,Additional search,"Br¨¦doire et al., 2016",2016,84,55.55,1.3,509.8,,,FOREST,30,,,,,,,,,,628.7
2413,"Hou et al., 2018","Schlesinger et al., 1998",1998,105.423,-6.102,27,2750,1.6381,720,FOREST,1.5,,,,,,,,,,628.5
468,"Augusto et al., 2017","Graham et al., 2005",2005,-122.093,42.5,6.2,796,0.6661,1481,WETLAND,20,70,,,0.155,5.6,,162.581,13.355,12.17379259,628.39
1891,Additional search,"Azadia et al., 2019",2019,52.64916667,31.07819444,,,,,,10,158,246,596,,8.1,9.12,4.6,,,628.04
5176,"Wang et al., 2021","Chen et al., 2004",2004,176.3165,-39.27,12,1680,,,FOREST,3.75,,,,,5.7,,36.5,4.702,,628
1480,"Deng et al., 2017","Zhang et al., 2010",2010,107.8333333,33.58333333,11.8,1075,,,FOREST,20,,,,1.125,6.1275,,,,,627.5
2414,"Hou et al., 2018",Hou et al.2018,2018,110.032,31.527,9,1268,1.4739,1830,FOREST,5,210,,,,5.98,,41.3,3.9,,627.2
2415,"Hou et al., 2018",Cherubin et al. 2016,2016,-50.78444,-21.24667,23.4,1240,0.746,425,FOREST,25,174,72,754,1.21,5.3,,13.1,1.6,,627
470,"Augusto et al., 2017","Sharpley et al., 2004",2004,-75.35,39.85,11.9,1100,0.8602,79,GRASSLAND,2.5,160,,,1.408448784,5.6,,9.3,0.650584586,14,627
3266,Hou unpublished,"Silberbush et al., 1979",1979,34.82971,32.00178,19.7,571,0.4182,29,,0,,,,,,,,,,626
2416,"Hou et al., 2018","Vincent et al., 2014",2014,18.82,68.35,0.05,310,0.5948,1000,SHRUBLAND,OTHER,90,,,,5,,504.6,21,,626
2417,"Hou et al., 2018","Wu et al., 2003",2003,102.78417,37.19667,-0.3,416,0.3767,2940,GRASSLAND,7.5,273,,,,7.4,,84.5,7.5,,625.7
1606,He Hedley_P search,"Gatiboni etal., 2017_CR",2017,-50.05717778,-27.49997778,15.9,1400,1.4357,,FOREST,30,509,255,236,,4.1,,29,,,625.4
3269,Hou unpublished,"Logathan and Sutton, 1987",1987,6.66046,5.05811,26.7,2510,1.5987,13,,15,210,130,660,,4.65,,22.1,,,625
3272,Hou unpublished,"Logathan and Sutton, 1987",1987,6.66046,5.05811,26.7,2510,1.5987,13,,147.5,220,180,600,,4.2,,3.7,,,625
