NO.,Databases,Original.reference,Year,LONGITUDE,LATITUDE,MAT,MAP,AI,ELEVATION,VEGETATION,DEPTH,CLAY,SILT,SAND,BDENSITY,PH,CEC,SOC,TN,C_N,TOTAL_P
4199,Hou unpublished,Zheng et al. 2015,2015,112.525,23.16667,20.5,1709,1.3829,393,Forest,5,,,,,3.92,,39.6,2.48,15.96774194,200
5767,"Wang et al., 2021","Singh et al., 2010",2010,83.055,24.4433,22,1155,,,SAVAN,7.5,,,,1.3,7.2,,16,1,,200
4215,Hou unpublished,Zhu 2009,2009,118.05833,24.825,20.9,1320,1.1496,139,Forest,50,,,,1.45,,,5.64,0.45,12.53333333,200
4198,Hou unpublished,Srivastava 1998,1998,83.05,24.87,25.1,941,0.5639,287,SAVAN,5,,,,1.18,8,,12.4,1.12,11.07142857,200
1417,"Deng et al., 2017","Gong et al. , 2013",2013,115.067,26.733,18.6,1363,,,FOREST,40,,,,1.88,4.35,,,,,200
4197,Hou unpublished,Yu 2010,2010,117.65,27.725,13.8,2135,2.1943,1256,Forest,15,,,,1.21,4.82,,20.16,1.68,12,200
5770,"Wang et al., 2021","Zhang et al., 2019",2019,113.3,28.4,17.3,1416.4,,,FOREST,7.5,,,,,4.68,,27.98,1.84,,200
1007,"Augusto et al., 2017","Fan et al., 2014",2014,115.8,28.65,17.5,1700,1.2061,35,FOREST,7.5,,,,1.23,4.56,,14.54,0.92,17.08,200
4219,Hou unpublished,Song 2013,2013,106.4,29.84,17.8,1097,1.0724,413,Forest,10,,,,,4.09,,28.36,1.76,16.11363636,200
6108,"Yan et al., 2018",Salehi et al. 2013,2013,49.95,37.32,17.5,1186,,,FOREST,10,,,,,,,,,,200
4206,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,30,,,,1.07,6.56,,12.79,0.68,18.80882353,200
4207,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,30,,,,1.39,6.66,,22.7,0.94,24.14893617,200
4211,Hou unpublished,Yang 2013,2013,130.5,43.35,2.1,656,0.8877,685,Forest,30,,,,1.37,5.46,,18.78,1.7,11.04705882,200
4200,Hou unpublished,"Slingsby and Brown, 1977",1977,-0.90485,60.74163,6.3,1233,3.4131,71,,7.5,,,,,,,92.81,,,200
4201,Hou unpublished,"Slingsby and Brown, 1977",1977,-0.90485,60.74163,6.3,1233,3.4131,71,GRASSLAND,7.5,,,,,,,121.81,,,200
2612,"Hou et al., 2018","Kitayama et al., 2000",2000,116.55,6.08,13.26,2085,5.6558,2590,FOREST,13,180,,,,3.4,,177,9.2,,199.8
1410,"Deng et al., 2017","Farley and Kelly, 2004",2004,-78.5,-0.667,8.1,1130,,,FOREST,22.5,,,,1.221008061,5.451327825,,,,,199.3086563
1008,"Augusto et al., 2017","Gazizullin & Sabirov, 1991",1991,50.35,56.23,3,465,0.6964,175,FOREST,20,140,,,1.57,5.8,15.28,5.5335,,,199.2
4736,"Hou et al., 2020","Green et al., 2016",2016,148.25,-37.33333,11.74,720,0.8159,940,Forest,5,,,,,5.6,,28,1.6,,199
2053,Additional search,"Auxtero et al., 2014",2014,15.65352778,-7.889527778,,,,1000,FOREST,9.5,100,,,,5,6.3,15.1,,,199
5774,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,12.66,1.078,,198.4
5775,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,9.6168,0.9996,,198.4
4220,Hou unpublished,Tan 2011,2011,107.01667,34.30833,11.6,711,0.7097,1047,Forest,50,,,,,6.46,,7.29,0.51,14.29411765,197.8
2613,"Hou et al., 2018",Jien et al. 2016,2016,121.598,24.515,10,3200,3.5177,1860,FOREST,7.5,300,635,65,,4.73,,11.2,,,197.7
5776,"Wang et al., 2021","Chen et al., 2016",2016,88.32537778,32.08335648,0.824,385.1499939,,,GRASSLAND,5,,,,,9.06,,3.489561374,0.513333333,,197.555295
2054,Additional search,"Xu et al., 2018",2018,84.286508,43.640075,,,,2431,,10,190,370,440,1.465,6.8,22,,,,197.3417175
5777,"Wang et al., 2021","Chen et al., 2016",2016,91.71721389,32.34078889,-1.758,481.5583496,,,GRASSLAND,5,,,,,8.37,,7.268997108,0.73663883,,197.327784
2055,Additional search,"Xu et al., 2018",2018,84.286258,43.639953,,,,2442.7,,10,210,350,440,1.423,6.7,23,,,,197.0038041
2614,"Hou et al., 2018","Guo et al., 2012",2012,109.49367,19.182,24.1,1513,0.9745,220,FOREST,10,165.3,,,,4.64,,6.6,,,196.9
1010,"Augusto et al., 2017","Esberg et al., 2010",2010,30.2,-29.41,16,896,0.5684,1097,FOREST,35,600,200,200,1.101268206,5.9,,29.9,1.9,15.73684211,196.6
2615,"Hou et al., 2018",Jien et al. 2016,2016,121.575,24.5158,10,3200,3.4789,2021,FOREST,13.5,303,533,164,,3.43,,14.5,,,196.1
2616,"Hou et al., 2018",McClintock et al. 2015,2015,-65.786,18.2719,22.5,4010,1.3637,685,FOREST,10,310,,,,5,,48,,,196
2617,"Hou et al., 2018",McClintock et al. 2015,2015,-65.7877,18.2747,22.5,4010,1.3637,687,FOREST,10,290,,,,5.2,,48,,,196
2618,"Hou et al., 2018",McClintock et al. 2015,2015,-65.7963,18.2919,22.5,4100,1.361,760,FOREST,10,300,,,,5.2,,140,,,196
4222,Hou unpublished,Hou et al. 2012,2012,112.82361,22.8625,22.3,1568,1.2499,61,Forest,13,,,,,4.3,,10.7,0.5,21.4,196
1722,He Hedley_P search,"Lang etal., 2017_PS",2017,10.267325,52.83938056,8,779,1.0073,115,FOREST,7,60,190,750,0.53,3.52,108,96.5,3.8,25.39473684,196
1289,"Deiss et al., 2018",Doolette et al. 2016,2016,148.9333333,-36.58333333,4,889,,889,FOREST,10,80,100,820,,5.7,,24,1.1,,195
4223,Hou unpublished,Soval-Perez et al. 2009,2009,-105.01667,19.48333,26,849,0.5059,139,GRASSLAND,5,,,,,5.98,,16.5,1.85,8.918918919,195
4224,Hou unpublished,Shu et al. 2003,2003,118.15,27,18.5,1777,1.4227,284,Forest,30,,,,,4.95,,4.97,0.44,11.29545455,195
2619,"Hou et al., 2018","Guo et al., 2012",2012,109.7575,19.2965,24.18,1604,1.0706,179,FOREST,10,181.9,,,,4.27,,6.2,,,194.7
1723,He Hedley_P search,"Spain etal., 2018_PS",2018,136.8166667,-12.26666667,30,1457,0.6839,,FOREST,4,175.5,191,633.5,,6.6,,22.35,0.73,30.61643836,194.5
4225,Hou unpublished,Dai 2006,2006,102.76667,24.16667,17.3,987,0.7531,1828,Forest,0,,,,,3.62,,4.9,0.43,11.39534884,194.5
1468,"Deng et al., 2017","Xie et al., 2013",2013,116.3,25.55,18.1,1737,,,FOREST,60,,,,1.42728177,,,,,,194.418153
2056,Additional search,"Hall et al., 2019",2019,16.55416667,2.609444444,,,,,,7.5,,,,,,,16.3898,1.4234,,194.0234375
1365,"Deiss et al., 2018",Turner et al. 2014,2014,169.070496,-43.819488,11.3,1958.5,,2,FOREST,12,31.9375284,61.44600533,906.6164663,,4.2,,29.9,1.7,,194
5778,"Wang et al., 2021","Agbenin et al., 2005",2005,7.63,11.18,,1000,,,GRASSLAND,5,153,325,522,,5.5,,13.1,0.886,,194
4226,Hou unpublished,"Troelstra et al., 1990b",1990,5.34364,51.36152,9.5,788,1.1218,28,SHRUBLAND,2.5,,,,0.67,4,,121,4.14,29.22705314,193.69
4227,Hou unpublished,Luo 2014,2014,117.56667,27.33333,18.7,1814,1.4861,249,Forest,50,,,,,4.23,,8.93,0.31,28.80645161,193.62
1427,"Deng et al., 2017","Lilienfein and Wilcke, 2003",2003,-48.3,-18.9,22,1550,,,FOREST,30,,,,0.88,,,,,,193.1818182
2620,"Hou et al., 2018",Feng et al. 2016,2016,117.176,48.5079,0.19,258.93,0.2029,1049,GRASSLAND,5,43.9,69,853.211,1.53853,7.16972,,6.46548218,0.63607197,,193.04
2621,"Hou et al., 2018",McClintock et al. 2015,2015,-65.826,18.31,22.5,3790,1.2606,521,FOREST,10,520,,,,5.2,,52,,,193
4228,Hou unpublished,Hou et al. 2012,2012,112.87694,22.87583,22.5,1586,1.2323,6,Forest,13,,,,,4.2,,14.9,1.6,9.3125,193
4229,Hou unpublished,Wei et al. 2007,2007,108.9,18.625,23,1422,1.0543,470,Forest,10,,,,1.19,4.34,,15.3,1.11,13.78378378,192.62
2622,"Hou et al., 2018",Lloyd et al. 2015,2015,-54.9528,-2.75132,25.1,1960,1.4419,182,FOREST,15,890,80,20,,3.8,,23.6,1.7,,192.6
1011,"Augusto et al., 2017","Su et al., 2007",2007,173.14,-41.273,12.4,1121,0.9016,66,FOREST,87.5,170,,,1.560811153,6.29,,0.9,,,192.5
4230,Hou unpublished,Boudiaf et al. 2013,2013,8.35,36.86667,18.3,735,0.6056,35,Forest,7.5,,,,,5.61,,39.8,2.91,13.67697595,192.5
1012,"Augusto et al., 2017","Quesada et al., 2010",2010,-55,-2.6,25.87,2009,1.366,197,FOREST,15,892.5,78.9,28.6,1.161174345,3.84,2.97,25.4,1.7,15.15,192.34
1013,"Augusto et al., 2017","Gazizullin & Sabirov, 1991",1991,50.59,56.07,3,578,0.7012,183,FOREST,25.5,160,,,1.57,5.9,13.88,4.0052,,,192.18
2057,Additional search,"Xu et al., 2018",2018,87.331217,43.414733,,,,2024,,10,210,390,410,1.487,6.5,18,,,,192.0465596
1015,"Augusto et al., 2017","Resende et al., 2011",2011,-47.883,-15.933,20.8,1470,0.9984,1100,SAVAN,350,410,,,1.480627244,5.74,,5.2,,,192
5779,"Wang et al., 2021","Agbenin et al., 2005",2005,7.63,11.18,,1000,,,GRASSLAND,5,143,480,477,,5.5,,13,0.856,,192
2623,"Hou et al., 2018","Garcia-Montiel et al., 2000",2000,-62.5,-10.5,22.2,2270,1.5463,160,FOREST,5,110,160,730,1.22,4.92,,11.5,0.7,,191.8
1724,He Hedley_P search,"Bueis et al., 2019_AFS",2019,-4.55,42.58,10.4,627,0.4698,931,FOREST,5,145,447,408,,5.2,13.9,29.4,1.2,24.5,191.8
2058,Additional search,"Esberg et al., 2010",2010,30.33333333,-29.68333333,16,896,,,FOREST,35,,,,,,,,,,191.7
1016,"Augusto et al., 2017","Cross & Schlesinger, 2001",2001,-106.07,34.37,10.7,220,0.1797,1582,GRASSLAND,5,86.79132087,80.49195081,832.7167283,1.5764066,7.5,10,0.09231,0.0099,9.324242424,191.5
2624,"Hou et al., 2018",Jien et al. 2016,2016,121.58,24.5146,10,3200,3.4789,2078,FOREST,33.5,584,379,37,,4.96,,9.1,,,191.1
1017,"Augusto et al., 2017","Esberg et al., 2010",2010,30.2,-29.41,16,896,0.5684,1097,FOREST,45,600,200,200,1.21616585,5.9,,21.5,1.2,17.91666667,191
4237,Hou unpublished,Udo and Dambo 1979,1979,7.04984,4.81555,26.4,2641,1.6788,11,Forest,100,216,58,726,,4.9,,1.91,,,191
4231,Hou unpublished,Udo and Dambo 1979,1979,8.33582,4.96459,26.3,2758,1.7823,41,Forest,5,56,26,918,,4.92,,19.14,,,191
4236,Hou unpublished,Udo and Dambo 1979,1979,8.33582,4.96459,26.3,2758,1.7823,41,Forest,85,166,56,778,,4.72,,3.77,,,191
4235,Hou unpublished,"Logathan and Sutton, 1987",1987,6.66046,5.05811,26.7,2510,1.5987,13,,47.5,260,200,540,,4.9,,4.3,,,191
4233,Hou unpublished,Logathan and Sutton 1987,1987,6.87744,5.13471,26.3,2337,1.499,44,,47.5,260,200,540,,4.9,,4.3,,,191
1018,"Augusto et al., 2017","Nwoke et al., 2003",2003,7.7,10.4,25,1242,0.5489,652,SAVAN,4.5,247.5247525,396.039604,356.4356436,1.374684057,5.4,27,11.3,0.8,14.125,190.8
1019,"Augusto et al., 2017","Quesada et al., 2010",2010,-70,-3.1,25.92,2803,2.406,94,FOREST,15,310.1310131,308.5308531,381.3381338,1.345076778,4.13,4.44,13.1,1.4,9.52,190.41
4242,Hou unpublished,"Sparling et al., 1994",1994,174.96483,-41.18175,12.5,1566,1.6586,155,GRASSLAND,17.5,670,210,120,,5.6,,15,1.1,13.63636364,190
5780,"Wang et al., 2021","Sparling et al., 1994",1994,174.97,-41.18,,,,,GRASSLAND,17.5,,,,,,,15,1.1,,190
5781,"Wang et al., 2021","Sparling et al., 1994",1994,174.97,-41.18,,,,,FOREST,17.5,,,,,,,24,1.6,,190
4246,Hou unpublished,Zhu 2009,2009,118.05833,24.825,20.9,1320,1.1496,139,Forest,70,,,,1.44,,,5.19,0.46,11.2826087,190
5782,"Wang et al., 2021","Wang et al., 2010",2010,105.7784,26.26795,15.1,1397,,,FOREST,5,,,,,7.75,,49.68,4.3,,190
5969,"Yan et al., 2018",Du et al. 2011,2011,105.77,26.27,15.1,1396.9,,,FOREST,10,,,,,,,,,,190
4239,Hou unpublished,Yu 2010,2010,117.65,27.725,13.8,2135,2.1943,1256,Forest,5,,,,1.19,5.15,,18.76,1.54,12.18181818,190
4243,Hou unpublished,Feng et al. 2012,2012,108.409,30.808,18.2,1208,1.0911,209,Forest,30,,,,,4.05,,14.43,0.8,18.0375,190
4244,Hou unpublished,Feng et al. 2012,2012,108.409,30.808,18.2,1208,1.0911,209,Forest,50,,,,,4.06,,10.2,0.65,15.69230769,190
4245,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,50,,,,1.22,6.27,,8.71,0.86,10.12790698,190
4240,Hou unpublished,"Slingsby and Brown, 1977",1977,-5.20416,49.96861,9.8,1079,1.8147,66,,7.5,,,,,6,,92.81,,,190
4241,Hou unpublished,"Slingsby and Brown, 1977",1977,-4.63304,53.30944,9.7,882,1.5302,26,SHRUBLAND,7.5,,,,,,,52.2,,,190
1021,"Augusto et al., 2017","Richter et al., 2006",2006,-82,34.5,16,1250,0.8082,200,FOREST,47.5,180,,,1.44,5.095238095,,3.3,,,189.7
4247,Hou unpublished,Tan 2011,2011,107.01667,34.30833,11.6,711,0.7097,1047,Forest,30,,,,,6.33,,8.82,1,8.82,189.56
1022,"Augusto et al., 2017","Quesada et al., 2010",2010,-52.2,-0.9,26.37,2393,1.6946,127,FOREST,15,807.3,150,42.7,1.198931387,4.05,2.15,22.7,1.7,13.15,189.13
5783,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,10.8096,1.1144,,189.1
2059,Additional search,"Auxtero et al., 2014",2014,16.15291667,-12.17863889,,,,1721,SAVAN,23.5,259,,,,5.6,4.5,9.2,,,189
2625,"Hou et al., 2018",Feng et al. 2016,2016,114.109,43.8743,2.2,220.98,0.15,1045,GRASSLAND,5,85.8,129.7,768.807,1.63945,7.65138,,5.68301448,0.60469931,,188.01
1725,He Hedley_P search,"Qu etal., 2018_LDD",2018,119.0998333,37.79330278,12,580,0.4065,,WETLAND,2.5,200,,,,7.7,,0.4,,,187.7
4248,Hou unpublished,"Troelstra et al., 1990b",1990,5.16222,52.1975,9.3,805,1.1965,3,SHRUBLAND,2.5,,,,0.68,3.8,,129,4.22,30.56872038,187.41
4250,Hou unpublished,"Addo-Fordjour et al., 2015",1992,150.64478,-33.88981,16.8,852,0.6319,65,Forest,1.25,,,,,,,,,,187
4249,Hou unpublished,Hou et al. 2012,2012,112.71944,22.80417,22.2,1547,1.2197,102,Forest,13,,,,,4,,11.1,0.9,12.33333333,187
2060,Additional search,"Esberg et al., 2010",2010,30.33333333,-29.68333333,16,896,,,FOREST,45,,,,,,,,,,186.8
2626,"Hou et al., 2018","Guo et al., 2012",2012,109.49367,19.57117,24.31,1247,1.0306,113,FOREST,10,222.2,,,,4.49,,6.2,,,186.8
1024,"Augusto et al., 2017","Aoki et al., 2012",2012,116.55,6.08,24,2392,5.6558,650,FOREST,3.5,310,310,380,1.509912726,4.5,,3.6,0.4,9.9,186.67
5784,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,10.3464,0.8246,,186
4251,Hou unpublished,Hern¨¢ndez et al. 1997,1997,-1.19408,38.00712,17.7,305,0.2348,119,Forest,2.5,,,,,8.1,,37.7,,,186
1025,"Augusto et al., 2017","Yu et al., 2006",2006,-82.2,29.3,20.7,1354,0.7833,34,,7.5,80.62418726,39.11173352,880.2640792,1.509912726,7.1,,3.6,0.39,9.1,185.62
2061,Additional search,"Xu et al., 2018",2018,87.44905,43.43775,,,,1952,,10,220,340,440,1.459,6.9,24,,,,185.4416872
2627,"Hou et al., 2018",Cherubin et al. 2016,2016,-51.64194,-17.93778,24,1600,1.0475,800,GRASSLAND,5,148,22,830,1.18,5.5,,9.5,0.7,,185.2
4252,Hou unpublished,"Adams et al., 1975",1975,172.9642,-41.22521,12.4,1240,1.4677,76,FOREST,7.5,,,,,4.6,,17.9,0.85,21.05882353,185
1026,"Augusto et al., 2017","Crews, 1996",1996,-98.4,19.6,13.6,669,0.4164,2567,GRASSLAND,10,91.83673469,234.6938776,673.4693878,1.34,5.9,,21.607,1.543357143,14,185
1027,"Augusto et al., 2017","Nwoke et al., 2003",2003,3.9,7.5,26.2,1250,0.8574,264,SAVAN,10,180,130,690,1.469809634,5.7,4.5,5.8,0.6,9.666666667,184.5
4253,Hou unpublished,"Troelstra et al., 1990a",1990,4.07859,51.92098,9.8,760,1.2455,3,SHRUBLAND,12.5,,,,,8.47,,1.86,0.16,11.625,184.44
2628,"Hou et al., 2018",Lloyd et al. 2015,2015,-60.8962,-14.6561,24.1,1440,0.9338,186,SAVAN,15,320,190,500,,4.9,,13.7,1,,184
4254,Hou unpublished,Udo and Dambo 1979,1979,8.33582,4.96459,26.3,2758,1.7823,41,Forest,15,118,26,856,,4.83,,12.65,,,184
1726,He Hedley_P search,"Bueis et al., 2019_AFS",2019,-4.91,42.7,9.4,773,0.5867,1103,FOREST,5,177,194,629,,4,24.2,42.9,1.5,28.6,183.7
1028,"Augusto et al., 2017","Slazak et al., 2010",2010,13.53,51.78,9.8,587,0.6689,116,FOREST,5,34,92,874,0.906560509,3.59,,46.8,2.52,24.4,183.53
2062,Additional search,"Zhou et al., 2019",2019,-137.4433,66.163,,,,,TUNDRA,5,,,,,5.22,,2.63,0.38,,183.49
2629,"Hou et al., 2018","Kitayama et al., 2000",2000,116.55,6.08333,23.93,2509,5.6558,650,FOREST,32.5,180,,,,5.2,,5,,,183.2
4257,Hou unpublished,Shu et al. 2003,2003,118.15,27,18.5,1777,1.4227,284,Forest,10,,,,,5,,7.8,0.81,9.62962963,182
1030,"Augusto et al., 2017","Araujo et al., 2004",2004,-39.58,-8.08,25.7,580,0.3209,422,SHRUBLAND,47,180,299,521,1.3,6.7,22.4,0.3,,,181.3
2063,Additional search,"Xu et al., 2018",2018,84.311986,43.644692,,,,2444.7,,10,220,350,430,1.429,6.6,25,,,,181.0668119
1031,"Augusto et al., 2017","Frizano et al., 2002",2002,-65.8,18.3,24,2467,1.361,700,FOREST,47.5,270,,,1.564656833,5.3,,0.7,0.17,,181
4258,Hou unpublished,Wang et al. 2008,2008,109.5,26.75,16.8,1272,1.1042,405,Forest,5,,,,,4.21,,12.3,1.31,9.389312977,181
2630,"Hou et al., 2018","Kitayama et al., 2000",2000,116.55,6.08333,23.93,2509,5.6558,650,FOREST,2.5,180,,,,4.1,,29,2.1,,180.6
2064,Additional search,"Esberg et al., 2010",2010,31.28333333,-29.61666667,17,760,,,FOREST,45,,,,,,,,,,180.2
1032,"Augusto et al., 2017","Esberg et al., 2010",2010,30.77,-29.37,17,760,0.6146,895,FOREST,45,600,200,200,1.221973923,5.9,,21.1,1,21.1,180.2
4261,Hou unpublished,"Sparling et al., 1994",1994,174.96483,-41.18175,12.5,1566,1.6586,155,Forest,12.5,670,210,120,,5.1,,21,1.3,16.15384615,180
5790,"Wang et al., 2021","Sparling et al., 1994",1994,174.97,-41.18,,,,,FOREST,12.5,,,,,,,21,1.3,,180
5792,"Wang et al., 2021","Nottingham et al., 2015",2015,-69.271,-12.83,26.4,2550,,,FOREST,5,,,,,3.8,,,2.3,,180
1033,"Augusto et al., 2017","Crews, 1996",1996,-101,21.2,17,577,0.2717,2074,GRASSLAND,10,185.5670103,494.8453608,319.5876289,1.34,6.5,,57.443,4.103071429,14,180
4265,Hou unpublished,Zhu 2009,2009,118.05833,24.825,20.9,1320,1.1496,139,Forest,70,,,,1.47,,,4.12,0.34,12.11764706,180
4262,Hou unpublished,Srivastava 1998,1998,83.05,24.87,25.1,941,0.5639,287,SAVAN,5,,,,1.21,7.9,,12.2,1.07,11.40186916,180
5789,"Wang et al., 2021","Wang et al., 2009",2009,109.75,26.85,16.5,1293,,,FOREST,5,,,,,4.5,,20.81,2.08,,180
5793,"Wang et al., 2021","McLatchey et al., 1998",1998,-81.8,29,,,,,WETLAND,7.5,,,,,4.6,,22,10,,180
5788,"Wang et al., 2021","Chai et al., 2015",2015,103.6036,39.0427,7.4,110,,,DESERT,5,,,,,,,169.94,,,180
5787,"Wang et al., 2021","Chai et al., 2015",2015,103.6316,39.0483,7.4,110,,,DESERT,25,,,,,,,216.69,,,180
4263,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,50,,,,1.13,6.73,,7.33,0.51,14.37254902,180
4264,Hou unpublished,Moore and Rhoades 1966,1966,-98.7,42.3,8.6,590,0.5529,627,GRASSLAND,8.89,80,40,880,1.51,6,,23.2,1.6,14.5,180
4266,Hou unpublished,Yang 2013,2013,130.5,43.35,2.1,656,0.8877,685,Forest,0,,,,1.48,5.43,,14.36,0.69,20.8115942,180
5791,"Wang et al., 2021","Joergensen et al., 1995",1995,9.93,51.53,7,900,,,FOREST,5,,,,,4.4,,18.20004,1.00002,,180
1727,He Hedley_P search,"Bueis et al., 2019_AFS",2019,-4.9,42.7,9.4,773,0.5862,1103,FOREST,5,170,199,631,,4.3,24,53.89,1.7,31.7,179.8
1728,He Hedley_P search,"Fan etal., 2018_BFS",2018,117.4666667,26.18333333,19.4,1700,1.1462,,FOREST,4,15.13,18.21,66.66,,4.08,,36.61,2.67,13.71161049,179.75
2065,Additional search,"Esberg et al., 2010",2010,31.28333333,-29.61666667,17,760,,,FOREST,25,,,,,,,,,,179.4
1034,"Augusto et al., 2017","Esberg et al., 2010",2010,30.77,-29.37,17,760,0.6146,895,FOREST,25,600,200,200,1.092276954,5.9,,30.6,1.7,18,179.4
1320,"Deiss et al., 2018",McDowell et al. 2007,2007,171.90406,-42.073743,11,2030,,317,FOREST,14,50,310,640,,4.1,,72,2.9,,179
1035,"Augusto et al., 2017","Quesada et al., 2010",2010,-61.7,8.1,24.76,1225,0.9512,270,FOREST,15,94.99050095,191.7808219,713.2286771,1.348330536,5.43,1.79,12.9,1.1,11.43,178.96
1036,"Augusto et al., 2017","Quesada et al., 2010",2010,-68.3,-10.6,26.07,1875,1.3118,198,FOREST,15,183.7816218,622.6377362,193.5806419,1.406738485,4.23,2.92,9.4,1,9.34,178.81
2631,"Hou et al., 2018","Szott and Melendez, 2001",2001,-76.08333,-5.76667,26,2200,1.6332,140,FOREST,8,220,,,,3.5,7,13,1.1,,178.5
1037,"Augusto et al., 2017","Quesada et al., 2010",2010,-69.3,-12.8,25.51,2463,1.7661,225,FOREST,15,287.9,242,470.1,1.3273396,4.22,3.38,14.2,1.4,10.38,178.22
2066,Additional search,"Auxtero et al., 2014",2014,16.47986111,-9.222083333,,,,1150,FOREST,8,149,,,,4.9,8.12,16.3,,,178
4268,Hou unpublished,Udo and Ogunwale 1977,1977,12,10.5,25.3,857,0.4419,452,SAVAN,89,455,370,175,,7.5,,1.74,,,178
5794,"Wang et al., 2021","Singh et al., 2001",2001,87.3,26.8333,23,2221,,,FOREST,5,95,100,800,1.57,6,,,0.9,,178
4267,Hou unpublished,Fang et al. 2009,2009,109.75,26.83333,17.3,1299,1.1047,299,Forest,45,,,,,,,11.43,1.73,6.606936416,178
2067,Additional search,"Xu et al., 2018",2018,80.2415,42.6157,,,,2102,,10,170,450,380,1.45,6.3,20,,,,177.3159381
1039,"Augusto et al., 2017","Khan & Joergensen, 2012",2012,9.837,51.446,8.6,670,0.9615,246,FOREST,15,40,120,840,0.961744799,3.9,,41.6,1.777777778,23.4,177
1040,"Augusto et al., 2017","Tolchel'nikov & Gurov, 1985",1985,30.15,61.03,3.8,632,0.8351,5,FOREST,109,120,,,1.57,6.4,,2.108,,,176.95
1041,"Augusto et al., 2017","Tolchel'nikov & Gurov, 1985",1985,30.15,61.03,3.8,632,0.8351,5,FOREST,132,120,,,1.57,6,,1.581,,,176.95
2068,Additional search,"Xu et al., 2018",2018,88.119583,43.888217,,,,2066,,10,200,430,380,1.428,6.9,20,,,,176.3574409
4269,Hou unpublished,Udo and Ogunwale 1977,1977,3,6.5,27.2,1420,1.001,17,FOREST,78,128,43,830,,4.3,,3.65,,,175
1338,"Deiss et al., 2018",Turner and Engelbrecht 2011,2011,-79.74065975,9.168776047,27,2349,,188,FOREST,10,720,150,130,,4.86,,52,4.4,,175
2632,"Hou et al., 2018",McClintock et al. 2015,2015,-65.7856,18.271,22.5,4000,1.3637,678,FOREST,10,310,,,,5,,43,,,175
1042,"Augusto et al., 2017","Crews, 1996",1996,-98.4,19.6,13.6,669,0.4164,2567,GRASSLAND,10,103.0927835,185.5670103,711.3402062,1.34,6.8,,13.702,0.978714286,14,175
5795,"Wang et al., 2021","Srivastava et al., 1991",1991,83.0166,24.1833,26.8,1035,,,GRASSLAND,5,,,,,6.97,,,1.065,,175
1043,"Augusto et al., 2017","Pare & Bernier, 1989",1989,-70.984,45.878,3.6,997,1.3796,391,FOREST,5,190,,,1.57,4.21,,1.8,,19.71923514,174.92
4270,Hou unpublished,Shu et al. 2003,2003,118.15,27,18.5,1777,1.4227,284,Forest,50,,,,,5.17,,3.52,0.24,14.66666667,174
1729,He Hedley_P search,"Bueis et al., 2019_AFS",2019,-4.57,42.6,10.2,607,0.4724,938,FOREST,5,141,340,518,,4.9,11.8,24.2,1,24.2,174
1045,"Augusto et al., 2017","Quesada et al., 2010",2010,-61.4,-6.1,26.68,1976,1.8843,201,FOREST,15,201.279872,162.8837116,635.8364164,1.150252666,4.76,0.93,26.2,1.6,15.98,173.59
4271,Hou unpublished,"Troelstra et al., 1990a",1990,4.07859,51.92098,9.8,760,1.2455,3,SHRUBLAND,20,,,,,8.6,,0.97,0.08,12.125,173.33
4738,"Hou et al., 2020","Cameron et al., 1981",1981,131.0467,-12.47833,27.34,1539,0.9,25,Forest,2.5,,,,,5.4,,13,1.01,,173
4737,"Hou et al., 2020","Markewitz et al., 2012",2012,-47.51667,-2.98333,26.45,1760,1.0634,120,Forest,5,750,,,1.01,,,29,3.15,,173
4272,Hou unpublished,Udo and Dambo 1979,1979,8.33582,4.96459,26.3,2758,1.7823,41,Forest,36.5,146,56,798,,4.81,,7.66,,,173
4273,Hou unpublished,Paoli et al. 2006,2006,109.70833,-1.16667,27.2,3499,2.1858,4,Forest,10,92,296,613,,4.49,,38,2.4,15.83333333,172.5
1730,He Hedley_P search,"Baumann et al., 2019_G",2019,13.89735,54.07066667,8.412499954,617,0.8068,,GRASSLAND,OTHER,110,,,,7.1,,0.8,0.1,,172.1
2069,Additional search,"Xu et al., 2018",2018,88.11595,43.89955,,,,1968,,10,210,400,390,1.478,6.7,19,,,,172.0340172
4274,Hou unpublished,"Ellis et al., 1982",1982,146.68,-43.17,10.8,1440,1.7902,187,Forest,5,,,,0.63,4.6,,76,2.3,33.04347826,172
1046,"Augusto et al., 2017","Ruckamp et al., 2010",2010,-59.983,-2.983,25,2100,1.7405,79,FOREST,5,330,,,1.57,4.4,,0.6,,11.809011,172
