"","LONGITUDE","LATITUDE","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
"1911",-80.2,35.9,8,5,251,133,1333,237,8270,1131,15,52,370,1,370,1,1
"1912",-80.1,35.9,8,5,226,132,1291,251,58268,1132,15,53,395,1,395,1,1
"1913",-80,35.9,8,5,205,127,1394,249,8135,1132,15,52,408,1,408,1,1
"1914",-79.9,35.9,8,5,189,133,1407,234,7286,1133,15,52,387,1,387,1,1
"1915",-79.8,35.9,8,5,211,133,1513,232,7690,1141,15,52,400,1,400,1,1
"1916",-79.7,35.9,8,5,177,135,1620,238,7737,1149,15,53,375,1,375,1,1
"1917",-79.6,35.9,8,5,170,137,1567,214,7334,1152,15,52,398,1,398,1,1
"1918",-79.5,35.9,8,5,185,135,1532,217,7708,1160,15,52,437,1,437,1,1
"1919",-79.4,35.9,8,5,211,135,1331,173,7948,1161,15,52,397,1,397,1,1
"1920",-79.3,35.9,8,5,211,138,1102,161,7910,1163,15,52,429,1,429,1,1
"1921",-79.2,35.9,8,5,194,133,1036,160,8065,1169,15,51,439,1,439,1,1
"1922",-79.1,35.9,8,5,233,134,1064,142,7706,1168,15,52,417,1,417,1,1
"1923",-79,35.9,3,5,182,134,1017,101,7343,1151,15,50,437,1,437,1,1
"1924",-78.9,35.9,3,5,183,131,998,98,9163,1139,15,51,414,1,414,1,1
"1925",-78.8,35.9,3,5,181,134,972,114,24930,1132,15,51,446,1,446,1,1
"1926",-78.7,35.9,8,5,193,133,1014,123,65535,1137,15,50,403,1,403,1,1
"1927",-78.6,35.9,8,5,151,132,1002,114,65535,1144,16,49,417,1,417,1,1
"1928",-78.5,35.9,9,5,161,133,1058,85,6167,1148,15,51,453,1,453,1,1
"1929",-78.4,35.9,9,5,156,134,1077,100,7716,1166,15,50,428,1,428,1,1
"1930",-78.3,35.9,9,5,134,132,1058,92,7712,1164,15,50,459,1,459,1,1
"1931",-78.2,35.9,8,5,128,135,1112,81,7591,1158,15,51,437,1,437,1,1
"1932",-78.1,35.9,8,5,156,134,1233,67,7731,1149,15,50,437,1,437,1,1
"1933",-78,35.9,1,9,130,135,1327,54,7440,1142,15,50,485,0,485,1,1
"1934",-77.9,35.9,8,9,147,136,1221,48,9658,1142,15,51,486,0,486,1,1
"1935",-77.8,35.9,1,9,129,135,1291,41,7547,1148,16,51,460,0,460,1,1
"1936",-77.7,35.9,1,9,151,139,1392,33,7660,1155,15,51,668,0,668,1,1
"1937",-77.6,35.9,1,9,120,138,1471,32,7303,1161,16,49,693,0,693,1,1
"1938",-77.5,35.9,3,9,131,138,1670,20,7081,1165,16,50,595,0,595,1,1
"1939",-77.4,35.9,1,9,135,137,1773,19,7011,1177,16,50,746,0,746,3,1
"1940",-77.3,35.9,1,9,103,134,1813,25,7310,1197,16,49,918,0,918,1,1
"1941",-77.2,35.9,1,9,131,133,1876,21,7338,1203,16,49,882,0,882,1,1
"1942",-77.1,35.9,1,9,131,134,1698,15,6007,1209,16,49,858,0,858,3,1
"1943",-77,35.9,1,9,205,135,1737,10,6462,1216,16,47,871,0,871,1,3
"1944",-76.9,35.9,1,9,226,134,1966,10,7641,1223,16,47,660,0,660,3,3
"1945",-76.8,35.9,1,9,207,134,1523,9,5507,1231,16,47,870,0,870,3,3
"1959",-84.3,36,3,5,250,129,1563,291,7564,1220,14,56,509,3,509,1,1
"1960",-84.2,36,6,5,247,121,1700,291,8265,1195,14,57,607,3,607,1,3
"1961",-84.1,36,6,5,265,128,1654,311,9768,1200,14,57,509,2,509,1,3
"1962",-84,36,6,5,250,131,1472,311,65535,1206,14,57,456,2,456,19,19
"1964",-83.8,36,5,5,257,131,1515,288,7707,1209,14,56,452,2,452,19,19
"1965",-83.7,36,6,5,240,127,1536,290,8198,1214,14,56,530,2,530,19,1
"1966",-83.6,36,6,5,247,130,1585,304,10068,1215,14,55,513,2,513,19,1
"1967",-83.5,36,5,5,260,132,1604,328,13308,1200,14,57,455,2,455,19,1
"1968",-83.4,36,5,5,264,130,1516,330,7200,1184,14,56,583,2,583,19,1
"1970",-83.2,36,5,5,246,132,1302,365,12547,1152,14,57,462,2,462,1,1
"1971",-83.1,36,6,5,254,131,1274,398,7935,1139,14,57,461,3,461,3,19
"1972",-83,36,6,5,273,131,1642,467,7648,1135,13,56,461,6,461,1,19
"1973",-82.9,36,6,5,251,125,1586,535,8135,1128,13,56,539,9,539,19,1
"1974",-82.8,36,3,5,276,126,1498,636,7958,1150,12,56,513,8,513,19,1
"1975",-82.7,36,3,5,227,108,1531,741,7733,1172,12,50,854,8,854,7,3
"1976",-82.6,36,9,5,228,116,1637,961,7476,1262,11,49,678,12,678,7,3
"1977",-82.5,36,8,5,189,102,1608,1089,7521,1335,10,48,903,12,903,3,7
"1978",-82.4,36,8,5,239,117,1820,854,7459,1246,11,49,631,9,631,3,3
"1979",-82.3,36,8,5,250,127,1974,830,7734,1254,11,53,525,7,525,3,3
"1980",-82.2,36,8,5,240,126,1973,842,7819,1267,11,52,578,6,578,3,3
"1981",-82.1,36,8,5,197,98,1978,928,7783,1300,11,48,1009,7,1009,7,7
"1982",-82,36,8,5,180,119,1741,1000,8427,1321,11,48,698,8,698,3,7
"1983",-81.9,36,8,5,178,109,1751,1051,7882,1325,11,49,769,8,769,3,7
"1984",-81.8,36,8,5,180,108,1878,811,7920,1300,12,46,821,8,821,7,3
"1985",-81.7,36,8,5,185,115,1892,530,7937,1268,13,47,636,6,636,3,1
"1986",-81.6,36,8,5,186,111,1896,454,7804,1255,13,49,623,4,623,3,1
"1987",-81.5,36,8,5,193,121,1863,426,7982,1263,13,52,546,4,546,1,1
"1988",-81.4,36,8,5,192,119,1762,446,7754,1272,13,52,709,4,709,1,1
"1989",-81.3,36,8,5,196,114,1719,404,8091,1263,14,50,714,4,714,1,1
"1990",-81.2,36,8,5,186,121,1497,387,10810,1252,14,51,514,2,514,1,1
"1991",-81.1,36,8,5,189,127,1468,383,9181,1245,14,51,598,2,598,1,1
"1992",-81,36,8,5,183,123,1464,347,9158,1227,14,52,557,2,557,1,1
"1993",-80.9,36,8,5,163,135,1381,306,7142,1204,14,54,391,1,391,1,1
"1994",-80.8,36,8,5,184,132,1361,282,8795,1186,14,54,406,1,406,1,1
"1995",-80.7,36,8,5,198,128,1479,269,7773,1174,14,54,411,1,411,1,1
"1996",-80.6,36,8,5,213,130,1432,258,7821,1164,14,53,385,1,385,1,1
"1997",-80.5,36,4,5,228,135,1302,231,8402,1148,14,54,397,1,397,1,1
"1998",-80.4,36,9,5,270,132,1303,235,7254,1132,15,54,397,1,397,1,1
"1999",-80.3,36,9,5,267,132,1234,248,7714,1128,15,54,382,1,382,19,1
"2000",-80.2,36,9,5,247,133,1307,256,7902,1125,15,53,387,1,387,1,1
"2001",-80.1,36,8,5,230,132,1443,258,7718,1123,15,52,380,1,380,1,1
"2003",-79.9,36,8,5,234,135,1395,250,7679,1125,15,53,406,1,406,19,1
"2004",-79.8,36,8,5,195,135,1373,248,8292,1133,15,53,420,1,420,19,1
"2005",-79.7,36,8,5,211,133,1322,233,8530,1138,15,52,403,1,403,1,1
"2006",-79.6,36,8,5,198,133,1452,215,7718,1142,15,53,373,1,373,1,1
"2007",-79.5,36,8,5,211,135,1286,196,8691,1144,15,53,391,1,391,19,1
"2008",-79.4,36,8,5,219,137,1254,177,7221,1147,15,53,391,1,391,19,1
"2009",-79.3,36,8,5,220,135,1247,178,7918,1153,15,53,419,1,419,1,1
"2010",-79.2,36,8,5,256,137,1238,181,10168,1162,15,52,433,1,433,1,1
"2011",-79.1,36,8,5,240,134,1294,163,7586,1162,15,51,430,1,430,1,1
"2012",-79,36,3,5,212,131,966,125,27716,1149,15,51,454,1,454,1,1
"2013",-78.9,36,3,5,221,128,896,110,65535,1140,15,51,549,1,549,1,1
"2015",-78.7,36,8,5,155,131,1077,115,7274,1137,15,49,429,1,429,3,1
"2016",-78.6,36,8,5,151,133,1098,107,8412,1140,15,50,460,2,460,1,1
"2017",-78.5,36,8,5,155,134,1097,110,9772,1147,15,50,434,1,434,1,1
"2018",-78.4,36,9,5,164,135,1045,104,7634,1161,15,50,405,1,405,1,1
"2019",-78.3,36,9,5,144,134,1052,82,7643,1155,15,50,413,1,413,1,1
"2020",-78.2,36,8,5,152,134,1058,78,10347,1148,15,50,428,1,428,1,1
"2021",-78.1,36,1,5,152,134,1133,73,8089,1139,15,51,482,1,482,1,1
"2022",-78,36,8,9,169,137,1235,61,8144,1128,15,51,432,1,432,1,1
"2023",-77.9,36,8,9,143,136,1343,52,7346,1128,15,52,421,1,421,1,1
"2024",-77.8,36,1,9,138,134,1364,40,65535,1133,16,52,630,0,630,1,1
"2025",-77.7,36,1,9,138,136,1443,28,6179,1141,15,51,523,0,523,1,1
"2026",-77.6,36,1,9,127,139,1401,26,7513,1148,15,49,618,0,618,1,1
"2027",-77.5,36,1,9,135,140,1601,20,7239,1156,16,49,619,0,619,1,1
"2028",-77.4,36,1,9,107,138,1897,25,7614,1168,16,50,616,0,616,1,1
"2029",-77.3,36,1,9,95,134,2098,22,7634,1186,16,50,657,0,657,1,1
"2030",-77.2,36,1,9,143,137,1635,17,6927,1193,16,48,865,0,865,3,1
"2031",-77.1,36,1,9,103,136,1585,16,7107,1201,16,48,903,0,903,1,3
"2032",-77,36,1,9,132,133,1487,16,14620,1209,16,48,813,0,813,3,1
"2033",-76.9,36,1,9,140,134,1353,14,14030,1216,16,48,876,0,876,1,3
"2034",-76.8,36,1,9,178,132,1415,14,14753,1224,16,47,857,0,857,3,3
"2035",-76.7,36,1,9,174,133,1728,6,59483,1228,16,46,897,0,897,19,3
"2048",-84.3,36.1,3,5,226,118,1215,379,7857,1253,13,52,546,4,546,3,1
"2049",-84.2,36.1,6,5,220,126,1383,300,7752,1196,14,55,444,3,444,1,1
"2050",-84.1,36.1,6,5,223,131,1515,301,7905,1191,14,57,451,3,451,3,1
"2051",-84,36.1,6,5,261,129,1490,328,7895,1207,14,57,424,3,424,1,1
"2052",-83.9,36.1,3,5,240,130,1435,333,59942,1215,14,56,462,2,462,1,19
"2053",-83.8,36.1,6,5,277,132,1458,315,9300,1213,14,58,440,2,440,1,1
"2054",-83.7,36.1,6,5,235,131,1482,300,6714,1209,14,57,436,2,436,1,19
"2055",-83.6,36.1,6,5,237,132,1530,317,10328,1211,14,56,455,2,455,1,19
"2057",-83.4,36.1,6,5,250,130,1501,365,8308,1186,14,57,459,2,459,19,19
"2058",-83.3,36.1,5,5,251,129,1507,336,8388,1159,14,58,550,1,550,1,1
"2059",-83.2,36.1,5,5,253,128,1299,346,7701,1141,14,57,518,2,518,1,1
"2060",-83.1,36.1,5,5,265,126,1122,378,7946,1127,14,57,498,2,498,1,3
"2061",-83,36.1,6,5,280,129,1641,399,7936,1113,13,56,487,2,487,19,3
"2062",-82.9,36.1,6,5,279,133,1758,414,10461,1101,13,58,440,2,440,1,1
"2063",-82.8,36.1,6,5,307,131,1537,450,6770,1108,13,57,473,4,473,1,19
"2064",-82.7,36.1,6,5,277,128,1711,705,9536,1180,12,55,455,11,455,19,19
"2065",-82.6,36.1,3,5,221,123,1600,857,7377,1236,11,52,591,12,591,19,7
"2066",-82.5,36.1,3,5,219,122,1564,869,7804,1242,11,50,641,12,641,7,3
"2067",-82.4,36.1,3,5,195,112,1702,831,7543,1232,11,49,755,11,755,3,3
"2068",-82.3,36.1,9,5,245,112,1874,877,7544,1251,11,49,737,8,737,3,3
"2069",-82.2,36.1,8,5,223,106,1930,954,7399,1281,11,49,802,8,802,3,3
"2070",-82.1,36.1,8,5,199,92,1716,1123,7652,1332,10,48,1253,10,1253,1,7
"2071",-82,36.1,8,5,186,106,1656,1152,7523,1329,10,48,1062,12,1062,3,7
"2072",-81.9,36.1,8,5,160,110,1612,1153,7964,1323,10,50,852,6,852,7,3
"2073",-81.8,36.1,8,5,163,86,1780,981,7693,1316,11,47,1116,8,1116,3,3
"2074",-81.7,36.1,8,5,193,101,1867,756,8010,1287,12,47,868,7,868,7,7
"2075",-81.6,36.1,8,5,177,109,1781,665,7965,1288,12,47,725,6,725,3,3
"2076",-81.5,36.1,8,5,180,109,1826,453,8067,1262,13,49,669,5,669,3,1
"2077",-81.4,36.1,8,5,182,122,1775,401,7945,1255,13,51,559,4,559,1,1
"2078",-81.3,36.1,8,5,198,128,1710,404,10112,1265,13,53,528,4,528,1,1
"2079",-81.2,36.1,8,5,189,123,1622,434,7878,1271,13,52,548,6,548,1,1
"2080",-81.1,36.1,8,5,200,114,1493,447,7764,1270,13,51,613,6,613,1,1
"2081",-81,36.1,8,5,201,124,1454,388,8009,1247,14,51,449,2,449,1,1
"2082",-80.9,36.1,8,5,175,132,1401,336,7386,1220,14,52,440,1,440,1,1
"2083",-80.8,36.1,8,5,171,132,1415,305,7808,1200,14,55,432,1,432,1,1
"2084",-80.7,36.1,8,5,196,134,1455,287,7265,1185,14,54,414,1,414,1,1
"2085",-80.6,36.1,3,5,198,132,1409,265,9267,1170,14,54,400,1,400,1,1
"2086",-80.5,36.1,8,5,199,132,1370,243,7884,1153,14,54,400,1,400,1,1
"2087",-80.4,36.1,8,5,247,132,1275,247,13524,1135,15,53,422,1,422,1,1
"2088",-80.3,36.1,8,5,224,129,1174,257,65535,1126,15,55,453,1,453,1,19
"2089",-80.2,36.1,8,5,229,131,1174,271,47033,1124,15,55,467,1,467,1,1
"2090",-80.1,36.1,9,5,224,135,1417,278,7507,1124,14,53,386,1,386,1,1
"2091",-80,36.1,9,5,237,128,1533,271,7695,1121,14,53,465,1,465,1,1
"2092",-79.9,36.1,8,5,219,129,1301,263,65535,1124,15,55,456,1,456,1,1
"2093",-79.8,36.1,8,5,195,131,1141,250,65535,1130,15,54,403,1,403,1,19
"2094",-79.7,36.1,8,5,202,132,1289,231,7893,1133,15,53,388,1,388,1,19
"2095",-79.6,36.1,8,5,179,135,1299,212,7584,1137,15,52,408,1,408,1,1
"2096",-79.5,36.1,8,5,213,135,1279,200,7399,1137,15,53,383,1,383,1,1
"2097",-79.4,36.1,8,5,269,138,1162,180,8011,1136,15,53,385,1,385,1,19
"2098",-79.3,36.1,8,5,271,136,1400,195,6190,1146,15,53,409,1,409,1,1
"2099",-79.2,36.1,10,5,246,134,1445,204,9341,1155,15,52,445,1,445,1,1
"2100",-79.1,36.1,8,5,242,135,1283,185,8545,1155,15,51,444,2,444,1,1
"2101",-79,36.1,8,5,268,136,1076,156,7551,1148,15,52,466,1,466,1,1
"2102",-78.9,36.1,3,5,222,132,975,124,65535,1139,15,51,433,1,433,1,1
"2103",-78.8,36.1,3,5,179,136,987,101,7373,1136,15,49,443,1,443,3,1
"2105",-78.6,36.1,3,5,135,132,998,111,7257,1139,15,50,437,1,437,1,3
"2106",-78.5,36.1,8,5,190,133,1107,136,10133,1150,15,50,390,1,390,3,1
"2107",-78.4,36.1,9,5,163,135,1112,93,7540,1152,15,50,391,1,391,1,1
"2108",-78.3,36.1,9,5,173,134,1082,83,7310,1151,15,51,458,1,458,1,1
"2109",-78.2,36.1,9,5,153,133,1111,91,9546,1145,15,51,427,1,427,1,1
"2110",-78.1,36.1,9,5,156,137,1172,82,8327,1134,15,51,441,1,441,1,1
"2111",-78,36.1,1,9,144,137,1215,68,7443,1125,15,51,439,1,439,1,1
"2112",-77.9,36.1,1,9,150,138,1258,59,7896,1125,15,51,523,1,523,1,1
"2113",-77.8,36.1,1,9,123,136,1474,44,7292,1127,15,51,466,0,466,1,1
"2114",-77.7,36.1,1,9,141,133,1432,34,6979,1134,15,51,609,0,609,1,1
"2115",-77.6,36.1,1,9,141,136,1511,32,7475,1143,15,51,525,0,525,1,1
"2116",-77.5,36.1,1,9,117,137,1675,25,7768,1151,15,50,661,0,661,1,1
"2117",-77.4,36.1,1,9,118,138,1915,30,7617,1163,15,50,576,0,576,1,1
"2118",-77.3,36.1,1,9,148,138,1460,19,7074,1179,15,48,771,0,771,1,1
"2119",-77.2,36.1,1,9,142,136,1605,19,7515,1187,15,48,748,0,748,1,3
"2120",-77.1,36.1,1,9,148,134,1557,22,7451,1197,15,49,815,0,815,3,1
"2121",-77,36.1,1,9,151,137,1392,20,7200,1204,16,49,771,0,771,3,3
"2122",-76.9,36.1,1,9,157,135,1346,20,10426,1212,16,48,818,0,818,1,1
"2123",-76.8,36.1,1,9,157,133,1482,19,9400,1220,16,48,846,1,846,1,1
"2124",-76.7,36.1,49,49,176,131,1662,6,65535,1223,16,49,1176,0,1176,1,3
"2125",-76.6,36.1,1,9,193,136,1926,5,7419,1225,16,49,730,0,730,1,19
"2126",-76.5,36.1,1,9,212,137,1912,9,8089,1234,16,48,811,0,811,3,1
"2127",-76.4,36.1,1,9,168,135,1817,5,20876,1240,16,47,844,0,844,1,3
"2137",-84.3,36.2,3,5,229,111,1021,588,7497,1356,12,50,730,11,730,3,3
"2138",-84.2,36.2,3,5,236,119,1191,413,7803,1262,13,52,518,5,518,1,1
"2139",-84.1,36.2,6,5,209,126,1486,308,7873,1202,14,56,458,3,458,1,1
"2140",-84,36.2,3,5,232,130,1375,333,8194,1212,14,58,447,4,447,3,3
"2141",-83.9,36.2,5,5,264,128,1410,356,8232,1225,13,57,420,3,420,3,1
"2142",-83.8,36.2,6,5,249,128,1302,353,8265,1227,13,56,428,1,428,1,1
"2143",-83.7,36.2,5,5,229,124,1437,341,7967,1222,14,55,540,2,540,1,1
"2144",-83.6,36.2,6,5,248,130,1809,333,9110,1215,14,55,400,2,400,1,1
"2146",-83.4,36.2,6,5,257,128,1393,399,8873,1194,13,57,491,2,491,1,19
"2147",-83.3,36.2,6,5,267,131,1492,382,7922,1172,14,58,450,2,450,1,1
"2148",-83.2,36.2,5,5,255,130,1276,359,7013,1145,14,59,619,2,619,19,1
"2149",-83.1,36.2,5,5,250,128,1116,354,8141,1126,14,60,482,2,482,19,1
"2150",-83,36.2,6,5,250,129,1153,375,8820,1113,13,59,461,2,461,19,1
"2151",-82.9,36.2,5,5,272,131,1180,405,7954,1104,13,58,524,2,524,19,19
"2152",-82.8,36.2,6,5,254,131,1465,438,19228,1100,13,57,399,2,399,1,1
"2153",-82.7,36.2,6,5,289,131,1629,454,11445,1103,13,56,537,2,537,1,1
"2154",-82.6,36.2,6,5,319,131,1730,494,8701,1125,13,56,519,5,519,19,19
"2155",-82.5,36.2,8,5,264,124,1513,604,7704,1169,13,53,576,9,576,1,7
"2156",-82.4,36.2,3,5,235,125,1552,795,7808,1209,12,53,542,9,542,1,3
"2157",-82.3,36.2,8,5,242,121,1794,953,7466,1256,11,51,660,11,660,3,3
"2158",-82.2,36.2,9,5,247,110,1777,1032,7685,1280,10,49,795,10,795,3,3
"2159",-82.1,36.2,9,5,223,110,1622,1182,7757,1328,10,48,745,12,745,3,1
"2160",-82,36.2,8,5,225,119,1530,1139,7637,1302,10,49,711,12,711,3,1
"2161",-81.9,36.2,8,5,224,104,1535,1174,7537,1311,10,48,883,8,883,3,3
"2162",-81.8,36.2,8,5,180,102,1516,1137,7206,1327,10,48,898,11,898,3,7
"2163",-81.7,36.2,8,5,174,99,1513,1049,7564,1317,10,49,779,8,779,3,3
"2164",-81.6,36.2,8,5,160,87,1605,954,7680,1331,11,48,1126,7,1126,3,7
"2165",-81.5,36.2,8,5,182,106,1759,597,7963,1292,12,47,581,7,581,3,3
"2166",-81.4,36.2,8,5,173,122,1721,457,7982,1263,13,49,550,4,550,7,1
"2167",-81.3,36.2,8,5,175,122,1604,385,8134,1248,13,51,485,3,485,1,1
"2168",-81.2,36.2,8,5,183,131,1586,365,39119,1247,14,53,522,2,522,1,1
"2169",-81.1,36.2,8,5,180,134,1577,362,7898,1247,14,54,475,3,475,1,1
"2170",-81,36.2,8,5,180,132,1550,365,9068,1238,14,54,446,4,446,1,1
"2171",-80.9,36.2,8,5,175,132,1529,346,8762,1224,14,53,412,2,412,1,1
"2172",-80.8,36.2,8,5,176,134,1575,326,7630,1209,14,54,452,1,452,1,1
"2173",-80.7,36.2,8,5,184,129,1437,300,7593,1192,14,55,439,1,439,1,1
"2174",-80.6,36.2,8,5,190,133,1451,285,7981,1179,14,55,420,1,420,1,1
"2175",-80.5,36.2,8,5,196,133,1392,267,8415,1164,14,54,435,2,435,1,1
"2176",-80.4,36.2,8,5,203,130,1348,270,7512,1145,14,54,410,1,410,1,1
"2177",-80.3,36.2,8,5,211,133,1313,274,65535,1134,14,54,370,1,370,1,1
"2178",-80.2,36.2,8,5,204,132,1357,274,7513,1129,14,54,373,1,373,1,1
"2179",-80.1,36.2,9,5,187,135,1362,275,7559,1129,14,54,399,1,399,1,1
"2180",-80,36.2,9,5,215,134,1439,275,7833,1128,14,54,402,1,402,1,1
"2181",-79.9,36.2,9,5,224,130,1307,264,8856,1128,14,52,424,1,424,1,1
"2182",-79.8,36.2,9,5,207,131,1292,251,39133,1134,15,52,411,1,411,1,1
"2183",-79.7,36.2,8,5,207,131,1314,240,8834,1136,14,52,433,1,433,1,1
"2184",-79.6,36.2,8,5,193,134,1343,226,8101,1139,14,53,400,1,400,1,1
"2185",-79.5,36.2,8,5,194,135,1368,213,8366,1139,14,54,385,1,385,1,1
"2186",-79.4,36.2,8,5,284,138,1468,192,7613,1135,15,52,380,1,380,1,1
"2187",-79.3,36.2,8,5,260,135,1420,201,8039,1142,14,52,389,1,389,1,1
"2188",-79.2,36.2,10,5,284,135,1583,208,7260,1148,14,52,353,1,353,1,1
"2189",-79.1,36.2,8,5,255,136,1490,195,8953,1146,14,52,353,1,353,1,1
"2190",-79,36.2,8,5,256,134,1209,179,8552,1142,14,52,374,2,374,1,1
"2191",-78.9,36.2,8,5,266,137,1116,151,8173,1138,15,50,391,1,391,1,1
"2192",-78.8,36.2,8,5,251,135,1069,124,7736,1137,15,50,413,1,413,1,1
"2193",-78.7,36.2,3,5,206,137,975,119,7457,1137,15,50,436,1,436,1,3
"2194",-78.6,36.2,3,5,128,136,1008,114,7250,1132,15,50,404,1,404,1,1
"2195",-78.5,36.2,8,5,151,135,1155,126,10029,1137,15,50,393,1,393,1,1
"2196",-78.4,36.2,9,5,165,134,1131,100,7099,1143,15,50,422,1,422,1,1
"2197",-78.3,36.2,9,5,165,136,1157,99,7836,1146,15,50,445,1,445,1,1
"2198",-78.2,36.2,9,5,152,134,1183,98,7934,1139,15,51,425,1,425,1,1
"2199",-78.1,36.2,8,5,160,135,1122,83,7489,1130,15,51,412,1,412,1,1
"2200",-78,36.2,8,5,162,136,1251,72,8507,1125,15,50,453,1,453,3,1
"2201",-77.9,36.2,8,5,156,138,1181,62,7387,1124,15,50,424,1,424,1,1
"2202",-77.8,36.2,9,9,145,136,1370,47,7624,1125,15,51,447,0,447,1,1
"2203",-77.7,36.2,1,9,129,136,1442,37,7518,1130,15,51,545,0,545,1,1
"2204",-77.6,36.2,1,9,149,135,1406,30,7402,1138,15,51,611,0,611,1,1
"2205",-77.5,36.2,1,9,136,136,1541,31,7497,1147,15,51,566,0,566,1,1
"2206",-77.4,36.2,1,9,112,138,1370,31,7642,1157,15,51,565,0,565,1,1
"2207",-77.3,36.2,3,9,148,138,1413,21,7248,1174,15,50,730,0,730,3,1
"2208",-77.2,36.2,1,9,126,137,1698,26,8620,1185,15,49,675,0,675,3,1
"2209",-77.1,36.2,1,9,160,137,1453,25,8444,1194,15,48,694,0,694,1,3
"2210",-77,36.2,1,9,143,139,1527,23,6972,1201,15,48,635,0,635,1,3
"2211",-76.9,36.2,1,9,139,133,1872,23,8155,1210,15,47,850,0,850,1,1
"2212",-76.8,36.2,1,9,146,131,1854,23,7432,1218,16,48,999,0,999,1,1
"2213",-76.7,36.2,1,9,167,136,1969,8,7935,1221,16,48,811,0,811,3,1
"2214",-76.6,36.2,1,9,168,134,1941,11,7555,1225,16,48,847,0,847,1,1
"2215",-76.5,36.2,1,9,178,134,2292,12,10515,1231,16,48,854,0,854,1,1
"2216",-76.4,36.2,1,9,183,135,2199,8,7632,1236,16,49,775,1,775,1,3
"2217",-76.3,36.2,1,9,175,140,2431,3,24012,1237,16,51,617,0,617,1,1
"2218",-76.2,36.2,1,9,164,137,3010,1,9240,1237,16,50,605,0,605,19,1
"2221",-75.9,36.2,49,49,163,126,2239,1,65535,1252,16,49,648,0,648,19,3
"2226",-84.3,36.3,3,5,211,108,1029,620,7216,1376,12,51,672,10,672,3,3
"2227",-84.2,36.3,6,5,230,118,969,462,7874,1305,13,51,532,5,532,3,3
"2228",-84.1,36.3,6,5,220,127,1379,382,7845,1260,13,52,568,4,568,1,3
"2229",-84,36.3,6,5,227,127,1521,372,7758,1248,13,55,520,4,520,3,1
"2230",-83.9,36.3,6,5,242,122,1430,371,7676,1246,13,55,550,4,550,3,3
"2231",-83.8,36.3,6,5,248,126,1498,385,8986,1251,13,55,511,4,511,1,3
"2232",-83.7,36.3,6,5,254,125,1425,401,5941,1252,13,56,748,5,748,1,1
"2233",-83.6,36.3,6,5,245,123,1440,415,7663,1252,13,54,535,6,535,1,1
"2234",-83.5,36.3,5,5,229,126,1329,410,7686,1226,13,56,488,6,488,1,1
"2235",-83.4,36.3,3,5,233,122,1481,400,7787,1209,13,56,516,7,516,3,3
"2236",-83.3,36.3,6,5,255,128,1500,393,7438,1190,13,55,493,5,493,3,3
"2237",-83.2,36.3,3,5,252,126,1561,383,7869,1171,13,56,657,5,657,3,3
"2238",-83.1,36.3,6,5,280,129,1433,376,9365,1148,13,58,459,5,459,19,19
"2239",-83,36.3,5,5,281,128,1122,372,10400,1129,13,58,454,3,454,1,19
"2240",-82.9,36.3,5,5,270,128,1111,386,7994,1118,13,58,491,6,491,7,1
"2241",-82.8,36.3,5,5,296,123,1065,412,6874,1115,13,57,587,6,587,3,7
"2242",-82.7,36.3,6,5,284,127,1181,465,10720,1118,13,56,519,3,519,3,3
"2243",-82.6,36.3,5,5,262,131,1396,516,10448,1121,13,56,487,2,487,1,3
"2244",-82.5,36.3,6,5,294,131,1383,521,10212,1120,13,57,533,2,533,1,1
"2245",-82.4,36.3,6,5,280,129,1335,507,65535,1123,13,56,511,2,511,19,19
"2246",-82.3,36.3,6,5,254,129,1295,516,8230,1129,13,55,496,3,496,3,3
"2247",-82.2,36.3,6,5,239,125,1435,598,9235,1156,12,53,514,4,514,7,7
"2248",-82.1,36.3,3,5,235,122,1907,727,7619,1184,12,53,555,7,555,3,3
"2249",-82,36.3,3,5,216,128,2252,763,6764,1200,11,51,628,8,628,3,3
"2250",-81.9,36.3,6,5,215,123,1902,798,8034,1213,11,51,599,7,599,3,3
"2251",-81.8,36.3,9,5,230,116,1624,938,13537,1250,11,51,711,8,711,3,3
"2252",-81.7,36.3,8,5,245,104,1648,1092,7691,1302,10,50,889,7,889,3,3
"2253",-81.6,36.3,8,5,234,98,1604,1107,7150,1330,10,50,1071,10,1071,3,3
"2254",-81.5,36.3,8,5,195,96,1506,945,8272,1358,11,50,1063,6,1063,7,7
"2255",-81.4,36.3,8,5,200,106,1566,860,7622,1345,11,49,865,4,865,3,3
"2256",-81.3,36.3,8,5,171,96,1687,716,7739,1295,12,48,796,6,796,3,3
"2257",-81.2,36.3,8,5,163,103,1649,590,7696,1261,12,48,853,8,853,3,3
"2258",-81.1,36.3,9,5,174,120,1711,465,7719,1226,13,48,498,8,498,3,3
"2259",-81,36.3,8,5,156,115,1590,438,7860,1222,13,49,588,3,588,7,7
"2260",-80.9,36.3,8,5,161,128,1536,396,10432,1210,13,51,545,2,545,1,7
"2261",-80.8,36.3,8,5,167,130,1533,358,7970,1199,13,53,454,1,454,1,1
"2262",-80.7,36.3,8,5,195,132,1476,333,9659,1193,14,54,440,2,440,1,1
"2263",-80.6,36.3,8,5,182,135,1476,328,7539,1191,14,54,450,2,450,1,1
