"","LONGITUDE","LATITUDE","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
"865",-78,34.7,1,9,219,132,1393,15,7988,1327,17,50,798,0,798,1,1
"866",-77.9,34.7,1,9,244,130,1439,10,15421,1336,17,49,879,0,879,1,1
"867",-77.8,34.7,1,9,228,129,1480,11,15056,1345,17,48,845,0,845,1,1
"868",-77.7,34.7,6,9,198,129,1167,18,9687,1355,17,48,694,0,694,1,1
"869",-77.6,34.7,6,9,185,130,841,23,12102,1363,17,47,624,0,624,1,1
"870",-77.5,34.7,6,9,219,130,846,16,7598,1367,17,49,780,0,780,1,1
"871",-77.4,34.7,6,9,216,126,1139,8,24930,1371,17,48,716,0,716,1,1
"872",-77.3,34.7,6,9,257,125,1000,11,14626,1395,17,49,906,0,906,1,1
"873",-77.2,34.7,6,9,199,125,1041,8,8292,1405,17,48,741,0,741,1,1
"874",-77.1,34.7,1,9,222,124,1415,7,11128,1413,17,47,676,0,676,1,1
"875",-77,34.7,1,9,240,124,1788,4,15301,1420,17,49,826,0,826,3,3
"876",-76.9,34.7,50,50,262,126,1981,1,65535,1429,17,50,784,0,784,1,1
"880",-76.5,34.7,48,48,290,120,1764,0,63114,1460,17,48,852,0,852,1,1
"892",-84.2,34.8,8,5,211,130,1979,646,7429,1589,13,50,531,5,531,1,1
"893",-84.1,34.8,8,5,203,125,1934,724,7736,1617,13,51,629,6,629,1,1
"894",-84,34.8,8,5,197,123,2185,745,7783,1630,13,51,727,7,727,1,1
"895",-83.9,34.8,8,5,201,121,2424,708,7836,1630,13,50,687,8,687,1,1
"896",-83.8,34.8,8,5,207,106,1691,777,7480,1693,13,50,1088,9,1088,7,1
"897",-83.7,34.8,8,5,214,112,1832,854,7352,1765,12,50,913,11,913,7,7
"898",-83.6,34.8,8,5,195,107,2024,744,7592,1754,13,50,1170,6,1170,7,7
"899",-83.5,34.8,8,5,221,113,2443,660,7705,1783,13,51,950,6,950,1,1
"900",-83.4,34.8,8,5,228,116,2583,555,7767,1743,14,50,915,4,915,1,1
"901",-83.3,34.8,8,5,226,118,2414,499,9034,1695,14,50,930,3,930,1,1
"902",-83.2,34.8,8,5,203,121,2498,480,7942,1676,14,51,798,3,798,1,1
"903",-83.1,34.8,8,5,208,120,2773,399,8000,1605,15,50,754,2,754,1,1
"904",-83,34.8,8,5,210,128,2717,300,7745,1509,15,52,545,1,545,1,1
"906",-82.8,34.8,8,5,233,124,2111,288,12131,1465,15,54,546,1,546,1,1
"907",-82.7,34.8,8,5,212,131,1880,295,7955,1456,15,53,512,2,512,1,1
"908",-82.6,34.8,9,5,227,131,1650,302,8578,1446,15,54,454,2,454,1,1
"909",-82.5,34.8,8,5,225,130,1424,288,27056,1386,15,55,496,1,496,1,1
"911",-82.3,34.8,8,5,226,135,1213,277,48090,1319,16,53,396,1,396,1,1
"912",-82.2,34.8,8,5,209,136,1264,251,7383,1285,16,54,395,1,395,1,1
"913",-82.1,34.8,8,5,192,132,1380,233,8060,1269,16,54,418,1,418,1,1
"914",-82,34.8,9,5,224,133,1496,215,8167,1261,16,53,437,1,437,1,1
"915",-81.9,34.8,8,5,235,130,1497,213,10060,1257,15,53,449,1,449,1,1
"916",-81.8,34.8,2,5,275,135,1351,203,8515,1250,15,53,436,2,436,1,1
"917",-81.7,34.8,8,5,291,131,1105,181,7693,1236,16,54,452,1,452,1,1
"918",-81.6,34.8,9,5,221,134,1106,188,8131,1234,16,54,453,1,453,1,1
"919",-81.5,34.8,8,5,184,134,1053,148,8175,1210,16,53,485,1,485,19,19
"920",-81.4,34.8,4,5,196,134,1100,158,8555,1211,16,53,471,2,471,1,1
"921",-81.3,34.8,9,5,153,135,1102,186,9977,1218,16,54,423,1,423,1,1
"922",-81.2,34.8,9,5,149,134,1079,184,10501,1217,16,56,398,1,398,19,19
"923",-81.1,34.8,4,5,174,136,1071,170,10290,1209,16,57,428,1,428,1,1
"924",-81,34.8,9,5,175,134,1005,173,8009,1206,16,54,437,1,437,1,1
"925",-80.9,34.8,9,5,152,138,1014,171,7956,1202,16,52,457,1,457,1,1
"926",-80.8,34.8,12,5,167,138,928,169,10206,1201,16,53,460,1,460,1,1
"927",-80.7,34.8,8,5,172,139,942,180,8531,1208,16,53,476,1,476,1,1
"928",-80.6,34.8,8,5,180,138,1021,195,10428,1217,16,53,513,1,513,1,1
"929",-80.5,34.8,8,5,183,140,1182,173,9984,1214,16,53,390,1,390,1,1
"930",-80.4,34.8,8,5,140,140,1154,157,7570,1210,16,52,369,1,369,1,1
"931",-80.3,34.8,8,5,116,139,1002,121,8623,1199,16,52,442,1,442,1,1
"932",-80.2,34.8,8,5,159,137,942,106,10578,1193,16,52,482,1,482,1,1
"933",-80.1,34.8,1,9,147,136,958,101,7836,1192,16,52,457,1,457,1,1
"934",-80,34.8,1,9,122,141,925,85,7514,1189,16,52,370,1,370,1,1
"935",-79.9,34.8,8,9,135,143,985,74,7837,1188,16,51,512,1,512,1,1
"936",-79.8,34.8,1,9,134,142,967,75,8708,1190,16,50,407,1,407,1,1
"937",-79.7,34.8,1,9,85,141,1035,87,6693,1191,16,50,419,1,419,1,1
"938",-79.6,34.8,1,9,101,140,1076,87,6743,1187,16,50,380,1,380,1,1
"939",-79.5,34.8,1,9,115,141,1184,75,7278,1185,16,50,331,0,331,1,1
"940",-79.4,34.8,1,9,126,137,1250,66,7367,1200,16,50,436,0,436,1,1
"941",-79.3,34.8,1,9,126,133,1421,66,7281,1201,16,50,633,0,633,1,1
"942",-79.2,34.8,1,9,103,135,1329,61,6839,1202,16,50,420,0,420,1,1
"943",-79.1,34.8,1,9,114,136,1360,56,7165,1204,16,50,488,0,488,1,1
"944",-79,34.8,1,9,117,137,1362,51,7025,1204,16,49,649,0,649,1,1
"945",-78.9,34.8,1,9,112,139,1239,46,6287,1203,16,49,545,0,545,1,1
"946",-78.8,34.8,1,9,144,140,1099,30,8360,1200,16,48,706,0,706,1,1
"947",-78.7,34.8,1,9,182,138,1036,28,8564,1202,16,48,621,0,621,1,1
"948",-78.6,34.8,1,9,180,139,1070,31,13729,1208,16,49,500,0,500,1,1
"949",-78.5,34.8,1,9,170,138,1274,31,5045,1218,16,49,736,0,736,1,1
"950",-78.4,34.8,1,9,181,136,1389,30,10001,1252,16,50,567,0,567,1,1
"951",-78.3,34.8,1,9,179,135,1343,32,10307,1271,16,50,691,0,691,1,1
"952",-78.2,34.8,1,9,192,134,1335,34,8062,1291,16,50,479,0,479,1,1
"953",-78.1,34.8,1,9,206,136,1287,27,8258,1306,17,50,536,0,536,1,1
"954",-78,34.8,6,9,216,132,1285,23,8229,1317,17,50,636,0,636,1,1
"955",-77.9,34.8,1,9,220,133,1205,15,8571,1324,17,49,634,0,634,1,1
"956",-77.8,34.8,6,9,233,132,1293,17,9128,1333,17,48,716,0,716,1,1
"957",-77.7,34.8,6,9,191,129,1179,23,13406,1343,17,48,786,0,786,1,1
"958",-77.6,34.8,6,9,190,130,1321,25,8691,1352,17,49,619,0,619,1,1
"959",-77.5,34.8,6,9,224,129,1563,17,10165,1357,17,48,582,0,582,1,1
"960",-77.4,34.8,6,9,218,128,1706,11,8394,1364,17,48,778,0,778,1,1
"961",-77.3,34.8,6,9,217,127,1367,12,12959,1389,17,49,695,0,695,1,1
"962",-77.2,34.8,6,9,241,126,1606,10,13762,1396,17,50,824,0,824,1,1
"963",-77.1,34.8,1,9,227,126,1140,10,7811,1403,17,48,809,0,809,1,1
"964",-77,34.8,1,9,213,127,1119,10,15336,1411,17,48,861,0,861,3,3
"965",-76.9,34.8,1,9,232,126,1309,9,13946,1418,17,48,913,0,913,1,1
"966",-76.8,34.8,1,9,246,127,980,10,14293,1428,17,48,880,0,880,3,1
"967",-76.7,34.8,1,9,274,127,1052,5,15547,1435,17,48,799,0,799,3,3
"968",-76.6,34.8,1,9,268,125,1365,3,7119,1442,17,50,755,0,755,19,3
"969",-76.5,34.8,1,9,280,123,1347,3,12475,1451,17,52,913,0,913,19,19
"980",-84.3,34.9,8,5,249,121,2557,535,8330,1534,14,50,606,3,606,7,7
"981",-84.2,34.9,8,5,225,123,2187,585,8970,1544,13,50,615,3,615,1,1
"982",-84.1,34.9,8,5,200,122,2208,604,7812,1546,13,51,707,4,707,1,1
"983",-84,34.9,8,5,198,130,2463,598,9374,1541,13,51,454,3,454,7,1
"984",-83.9,34.9,8,5,204,111,2343,640,7727,1584,13,50,948,4,948,1,7
"985",-83.8,34.9,8,5,219,111,2077,750,7694,1677,13,50,899,12,899,1,1
"986",-83.7,34.9,8,5,228,116,2363,761,7510,1719,13,51,728,10,728,7,1
"987",-83.6,34.9,8,5,220,113,2077,845,7176,1788,12,51,1018,9,1018,7,7
"988",-83.5,34.9,9,5,224,108,2216,762,9036,1825,13,51,971,6,971,7,7
"989",-83.4,34.9,8,5,227,106,2303,664,7839,1810,13,50,1103,7,1103,7,7
"990",-83.3,34.9,8,5,220,106,2194,664,7847,1805,13,50,1105,6,1105,7,7
"991",-83.2,34.9,8,5,221,123,2097,586,8421,1753,14,50,950,4,950,1,1
"992",-83.1,34.9,8,5,219,107,2112,522,7960,1705,14,50,991,3,991,3,3
"993",-83,34.9,9,5,226,128,2883,355,7754,1570,15,51,579,2,579,1,3
"994",-82.9,34.9,9,5,232,126,2513,302,7652,1512,15,53,530,2,530,1,1
"995",-82.8,34.9,8,5,229,124,2686,316,7760,1512,15,53,627,2,627,1,1
"996",-82.7,34.9,8,5,192,128,2507,326,7891,1509,15,52,543,2,543,1,1
"997",-82.6,34.9,9,5,221,125,2144,337,8240,1501,15,53,544,2,544,1,1
"998",-82.5,34.9,8,5,198,127,1606,312,51532,1426,15,52,576,1,576,1,1
"999",-82.4,34.9,8,5,229,113,1492,308,65535,1392,15,53,729,1,729,1,1
"1000",-82.3,34.9,8,5,224,134,1364,286,55337,1335,16,54,397,1,397,1,1
"1001",-82.2,34.9,8,5,225,134,1343,267,13440,1301,16,54,404,1,404,1,1
"1002",-82.1,34.9,8,5,220,133,1350,247,6663,1288,15,53,437,1,437,1,1
"1003",-82,34.9,8,5,200,131,1403,233,8265,1283,16,53,419,1,419,1,1
"1004",-81.9,34.9,8,5,216,133,1613,226,7611,1277,16,53,352,1,352,1,1
"1005",-81.8,34.9,8,5,268,131,1625,214,9438,1267,15,53,452,2,452,1,1
"1006",-81.7,34.9,9,5,279,133,1389,197,9236,1254,15,54,440,2,440,1,1
"1007",-81.6,34.9,8,5,276,137,1300,179,7870,1241,15,54,442,2,442,1,1
"1008",-81.5,34.9,9,5,184,136,1193,158,6896,1220,16,54,420,2,420,1,1
"1009",-81.4,34.9,9,5,185,137,1204,175,10598,1218,16,54,372,1,372,1,1
"1010",-81.3,34.9,8,5,167,135,1240,183,8119,1216,16,54,479,2,479,1,1
"1011",-81.2,34.9,9,5,153,138,1131,195,7880,1216,16,53,375,1,375,1,1
"1012",-81.1,34.9,4,5,155,132,1100,182,7317,1208,16,56,397,1,397,1,1
"1013",-81,34.9,4,5,214,134,993,187,8728,1206,16,55,356,1,356,1,1
"1014",-80.9,34.9,8,5,168,137,1033,178,8525,1199,16,54,443,1,443,1,1
"1015",-80.8,34.9,8,5,166,137,1068,178,9481,1198,16,54,493,1,493,1,1
"1016",-80.7,34.9,8,5,158,140,1054,188,10001,1205,16,53,333,1,333,1,1
"1017",-80.6,34.9,3,5,170,138,1118,199,8572,1214,16,52,451,1,451,1,1
"1018",-80.5,34.9,3,5,151,136,1084,191,7570,1222,16,52,435,1,435,1,1
"1019",-80.4,34.9,3,5,147,138,1109,149,8080,1207,16,53,398,1,398,1,1
"1020",-80.3,34.9,3,5,144,142,944,119,10227,1197,16,53,401,1,401,1,1
"1021",-80.2,34.9,3,5,169,141,874,117,7224,1195,16,52,463,1,463,19,19
"1022",-80.1,34.9,8,5,148,140,931,121,5996,1196,16,52,400,1,400,1,1
"1023",-80,34.9,8,5,164,140,915,105,7813,1192,16,51,481,2,481,1,1
"1024",-79.9,34.9,8,9,122,141,842,81,11155,1190,16,50,489,2,489,3,1
"1025",-79.8,34.9,1,9,147,141,985,82,7502,1194,16,51,464,1,464,3,3
"1026",-79.7,34.9,1,9,136,139,1059,97,7192,1201,16,51,348,1,348,1,3
"1027",-79.6,34.9,1,9,102,138,1128,108,9047,1203,16,50,475,1,475,1,1
"1028",-79.5,34.9,1,9,115,140,1120,98,7552,1197,16,51,434,1,434,1,1
"1029",-79.4,34.9,1,9,94,134,1184,77,7557,1199,16,50,542,0,542,1,1
"1030",-79.3,34.9,1,9,92,133,1283,74,7408,1200,16,50,474,0,474,1,1
"1031",-79.2,34.9,1,9,100,133,1339,68,7391,1199,16,50,391,0,391,1,1
"1032",-79.1,34.9,1,9,105,135,1364,61,7704,1199,16,50,565,0,565,1,1
"1033",-79,34.9,1,9,123,138,1357,54,7853,1197,16,50,537,0,537,1,1
"1034",-78.9,34.9,1,9,122,138,1177,48,7516,1197,16,49,444,0,444,1,1
"1035",-78.8,34.9,1,9,175,138,1199,31,7918,1194,16,48,616,0,616,1,1
"1036",-78.7,34.9,1,9,155,138,1242,34,9903,1201,16,49,592,0,592,1,1
"1037",-78.6,34.9,1,9,157,138,1319,35,12073,1206,16,50,627,0,627,1,1
"1038",-78.5,34.9,1,9,163,140,1547,34,7578,1219,16,51,606,0,606,1,1
"1039",-78.4,34.9,1,9,183,136,1637,38,7887,1248,16,50,602,1,602,1,1
"1040",-78.3,34.9,1,9,166,137,1703,40,7791,1265,16,50,509,1,509,1,1
"1041",-78.2,34.9,1,9,196,134,1455,39,8871,1282,16,50,719,1,719,1,1
"1042",-78.1,34.9,1,9,211,134,1474,38,9887,1297,16,50,656,0,656,1,1
"1043",-78,34.9,1,9,202,134,1444,32,8719,1307,16,50,569,0,569,1,1
"1044",-77.9,34.9,1,9,212,135,1242,22,10873,1313,16,50,661,0,661,1,1
"1045",-77.8,34.9,1,9,214,135,1473,20,8001,1321,17,48,673,0,673,1,1
"1046",-77.7,34.9,1,9,195,131,1350,25,10047,1330,17,49,703,0,703,1,1
"1047",-77.6,34.9,6,9,198,131,1170,26,9561,1339,16,48,639,0,639,1,1
"1048",-77.5,34.9,6,9,194,129,1491,15,7594,1345,17,48,792,0,792,1,1
"1049",-77.4,34.9,6,9,227,126,1606,17,12561,1354,16,47,953,0,953,1,1
"1050",-77.3,34.9,6,9,221,129,1492,12,7928,1377,17,49,681,0,681,1,1
"1051",-77.2,34.9,1,9,236,127,1514,11,15181,1383,17,48,915,0,915,1,1
"1052",-77.1,34.9,1,9,234,126,1480,10,15105,1390,17,48,961,0,961,1,1
"1053",-77,34.9,1,9,216,127,1103,11,8239,1398,17,48,831,0,831,1,1
"1069",-84.3,35,8,5,220,121,3068,575,7693,1538,13,50,752,3,752,1,7
"1070",-84.2,35,8,5,222,120,2386,573,7846,1529,13,49,686,3,686,1,1
"1071",-84.1,35,8,5,211,124,2197,553,8477,1512,13,50,510,3,510,1,1
"1072",-84,35,8,5,216,119,2286,578,7524,1528,13,50,467,3,467,1,1
"1073",-83.9,35,8,5,220,126,2398,604,10566,1560,13,51,466,5,466,7,7
"1074",-83.8,35,8,5,223,127,2497,607,8870,1593,13,51,674,4,674,1,1
"1075",-83.7,35,8,5,210,124,2437,671,8500,1668,13,52,596,8,596,7,1
"1076",-83.6,35,8,5,212,107,2131,863,7352,1785,12,50,1057,11,1057,7,7
"1077",-83.5,35,8,5,212,88,1995,936,7613,1882,12,50,1316,10,1316,7,7
"1078",-83.4,35,8,5,223,114,2168,745,9509,1819,13,52,845,7,845,1,7
"1079",-83.3,35,8,5,185,94,1809,965,8051,1940,12,49,1205,9,1205,7,7
"1080",-83.2,35,8,5,223,97,1916,850,7960,1879,12,49,1173,6,1173,7,1
"1081",-83.1,35,8,5,242,96,1802,760,7918,1854,13,49,1173,8,1173,7,3
"1082",-83,35,8,5,217,94,2291,573,7865,1733,14,49,1195,5,1195,7,3
"1083",-82.9,35,9,5,242,112,2459,418,7510,1625,14,50,937,4,937,7,1
"1084",-82.8,35,8,5,248,110,2573,452,7803,1647,14,50,1140,4,1140,1,1
"1085",-82.7,35,9,5,243,116,2679,424,7712,1622,14,50,883,3,883,1,1
"1086",-82.6,35,9,5,221,127,2676,361,7802,1537,15,51,683,3,683,1,1
"1087",-82.5,35,8,5,220,128,1770,334,7431,1460,15,53,601,1,601,1,1
"1088",-82.4,35,9,5,207,129,1626,315,9473,1411,15,52,589,2,589,1,1
"1089",-82.3,35,9,5,222,133,1589,297,7576,1356,15,55,465,1,465,1,1
"1090",-82.2,35,9,5,236,136,1528,279,7966,1323,15,54,420,1,420,1,1
"1091",-82.1,35,8,5,245,132,1516,270,7326,1313,15,54,401,1,401,1,1
"1092",-82,35,8,5,224,134,1302,261,65535,1309,16,54,400,1,400,1,1
"1093",-81.9,35,8,5,216,133,1452,247,46350,1300,16,54,358,1,358,1,1
"1094",-81.8,35,8,5,250,128,1535,233,7979,1286,15,55,476,2,476,1,1
"1095",-81.7,35,9,5,254,131,1509,209,8912,1268,15,54,438,2,438,1,1
"1096",-81.6,35,2,5,274,133,1390,201,7623,1256,15,54,404,2,404,1,1
"1097",-81.5,35,2,5,220,133,1295,173,7802,1228,15,53,458,2,458,1,1
"1098",-81.4,35,9,5,170,135,1291,187,7926,1222,15,53,436,1,436,1,1
"1099",-81.3,35,9,5,172,131,1303,208,8347,1219,15,54,488,2,488,1,1
"1100",-81.2,35,9,5,178,132,1281,211,8998,1213,15,54,405,1,405,1,1
"1103",-80.9,35,9,5,211,137,1103,182,7844,1187,16,54,508,1,508,1,1
"1104",-80.8,35,4,5,194,134,1151,185,9718,1188,16,54,498,1,498,19,1
"1105",-80.7,35,8,5,194,134,1167,192,8639,1196,16,54,427,1,427,1,1
"1106",-80.6,35,3,5,173,135,1223,196,7891,1207,16,54,412,1,412,1,1
"1107",-80.5,35,3,5,183,134,1039,180,65535,1213,16,53,412,1,412,1,1
"1108",-80.4,35,3,5,169,136,1148,157,7578,1207,16,53,447,1,447,1,1
"1109",-80.3,35,3,5,171,135,984,132,10616,1198,16,53,492,1,492,1,1
"1110",-80.2,35,3,5,158,137,869,108,9149,1190,16,52,416,1,416,1,19
"1111",-80.1,35,3,5,172,137,919,103,9049,1189,16,52,455,1,455,19,1
"1112",-80,35,3,5,175,137,885,108,8554,1191,16,51,500,2,500,3,1
"1113",-79.9,35,9,5,161,139,873,92,7271,1188,16,50,525,2,525,3,1
"1114",-79.8,35,1,5,147,139,906,97,7783,1193,16,50,439,1,439,1,3
"1115",-79.7,35,1,9,116,138,940,101,8064,1198,16,50,473,1,473,1,3
"1116",-79.6,35,1,9,114,136,1133,114,6810,1203,16,50,443,1,443,1,1
"1117",-79.5,35,1,9,90,137,1078,115,8498,1201,16,50,390,1,390,1,1
"1118",-79.4,35,1,9,84,134,1069,93,7279,1198,16,50,485,1,485,1,1
"1119",-79.3,35,1,9,88,135,1137,86,7458,1197,16,50,476,0,476,1,1
"1120",-79.2,35,1,9,89,134,1144,77,6979,1194,16,49,399,0,399,1,1
"1121",-79.1,35,1,9,107,134,1160,67,7386,1193,16,49,420,0,420,1,1
"1124",-78.8,35,3,9,153,137,1121,33,7831,1190,16,50,604,0,604,1,1
"1125",-78.7,35,1,9,160,138,1461,38,7818,1200,16,48,520,0,520,1,1
"1126",-78.6,35,1,9,158,136,1467,39,7948,1207,16,49,671,0,671,1,1
"1127",-78.5,35,1,9,131,137,1604,42,7655,1219,16,50,455,0,455,1,1
"1128",-78.4,35,1,9,147,135,1528,46,7455,1244,16,49,466,0,466,1,1
"1129",-78.3,35,1,9,171,134,1616,45,7593,1259,16,50,639,0,639,1,1
"1130",-78.2,35,1,9,172,134,1653,43,7634,1273,16,50,658,0,658,1,1
"1131",-78.1,35,1,9,186,136,1746,43,7263,1287,16,50,521,0,521,1,1
"1132",-78,35,1,9,204,137,1564,38,8432,1297,16,50,476,1,476,1,1
"1133",-77.9,35,1,9,199,134,1491,28,7845,1303,16,50,637,0,637,1,1
"1134",-77.8,35,1,9,188,132,1579,28,11133,1311,16,49,724,0,724,1,1
"1135",-77.7,35,1,9,182,132,1488,31,6538,1318,16,49,716,0,716,1,1
"1136",-77.6,35,1,9,205,131,1365,25,5776,1325,16,49,664,0,664,1,1
"1137",-77.5,35,6,9,214,130,1264,21,12770,1333,16,48,871,0,871,1,1
"1138",-77.4,35,6,9,235,132,1415,17,6765,1341,16,48,792,0,792,1,1
"1139",-77.3,35,6,9,197,124,1749,11,8451,1360,17,48,809,0,809,1,1
"1140",-77.2,35,6,9,227,127,1647,11,8608,1367,17,48,638,0,638,1,1
"1141",-77.1,35,1,9,234,125,1347,11,15038,1375,17,47,837,0,837,1,1
"1145",-76.7,35,50,50,257,127,1071,2,65535,1408,17,50,717,0,717,3,19
"1158",-84.3,35.1,3,5,222,121,2009,570,7742,1530,13,51,592,6,592,3,1
"1159",-84.2,35.1,8,5,205,123,2212,547,9611,1510,13,50,520,5,520,7,1
"1160",-84.1,35.1,8,5,195,119,2129,530,7367,1495,13,50,469,3,469,7,1
"1161",-84,35.1,8,5,207,121,2325,547,7901,1507,13,51,509,4,509,7,1
"1162",-83.9,35.1,8,5,214,121,2215,605,8122,1557,13,52,466,4,466,1,1
"1163",-83.8,35.1,3,5,209,112,2272,726,10009,1640,13,50,895,3,895,1,7
"1164",-83.7,35.1,8,5,198,106,2224,836,8200,1719,12,49,964,8,964,7,1
"1165",-83.6,35.1,8,5,208,102,1862,1001,7155,1824,11,50,1147,11,1147,7,7
"1166",-83.5,35.1,8,5,214,108,1856,944,7417,1839,12,50,1035,12,1035,7,7
"1167",-83.4,35.1,8,5,211,118,2310,715,7718,1749,13,52,747,8,747,1,1
"1168",-83.3,35.1,9,5,200,99,1635,1040,7496,1927,12,50,1233,9,1233,7,7
"1169",-83.2,35.1,9,5,194,96,1528,1134,7780,2002,11,49,1305,6,1305,7,7
"1170",-83.1,35.1,9,5,196,91,1629,1031,8063,1973,11,48,1316,7,1316,7,7
"1171",-83,35.1,8,5,203,93,2093,916,7775,1909,12,49,1230,6,1230,3,7
"1172",-82.9,35.1,8,5,244,111,2115,706,7792,1811,13,50,1122,8,1122,3,7
"1173",-82.8,35.1,8,5,340,109,1880,702,7913,1836,13,50,1040,8,1040,1,7
"1174",-82.7,35.1,9,5,309,102,1886,691,7797,1812,13,50,1300,7,1300,7,1
"1175",-82.6,35.1,9,5,293,106,2398,603,7991,1675,14,50,1117,3,1117,1,1
"1176",-82.5,35.1,9,5,212,123,2270,374,7366,1481,15,51,604,2,604,7,1
"1177",-82.4,35.1,9,5,226,121,1816,354,11568,1435,15,52,614,2,614,3,1
"1178",-82.3,35.1,8,5,208,134,1728,322,7443,1385,15,54,477,1,477,1,1
"1179",-82.2,35.1,8,5,227,130,1643,295,9403,1342,15,55,515,1,515,1,1
"1180",-82.1,35.1,8,5,238,130,1564,283,8263,1332,15,55,466,1,466,1,1
"1181",-82,35.1,8,5,241,128,1471,271,8352,1327,15,54,506,1,506,1,1
"1182",-81.9,35.1,8,5,229,130,1434,262,8118,1317,15,54,475,1,475,1,1
"1183",-81.8,35.1,8,5,237,133,1498,262,8103,1304,15,55,386,1,386,1,1
"1184",-81.7,35.1,8,5,256,129,1410,240,8056,1284,15,54,504,2,504,19,1
"1185",-81.6,35.1,8,5,245,130,1358,227,64723,1268,15,54,432,1,432,1,1
"1186",-81.5,35.1,8,5,228,130,1389,207,7887,1238,15,53,446,2,446,1,1
"1187",-81.4,35.1,9,5,193,133,1491,220,7476,1229,15,51,458,2,458,1,1
"1188",-81.3,35.1,9,5,199,129,1354,231,7977,1219,15,53,477,1,477,1,1
"1189",-81.2,35.1,9,5,181,132,1261,220,8046,1205,15,54,472,1,472,1,1
"1191",-81,35.1,8,5,234,129,1160,193,7860,1175,16,54,622,1,622,1,1
"1192",-80.9,35.1,8,5,258,133,1127,189,11283,1171,16,54,382,1,382,1,1
"1193",-80.8,35.1,8,5,267,133,1067,194,65535,1175,16,53,363,1,363,1,1
"1194",-80.7,35.1,8,5,260,130,1172,209,6496,1187,16,54,458,1,458,1,19
"1195",-80.6,35.1,8,5,239,134,1270,199,7225,1196,16,53,367,1,367,1,1
"1196",-80.5,35.1,3,5,191,134,1182,179,7870,1200,16,53,393,1,393,1,1
"1197",-80.4,35.1,3,5,177,133,1115,152,7974,1199,16,53,438,1,438,1,1
"1198",-80.3,35.1,3,5,170,135,1097,136,10269,1195,16,52,408,1,408,1,1
"1199",-80.2,35.1,3,5,198,137,909,107,7947,1187,16,52,421,1,421,1,1
"1200",-80.1,35.1,3,5,188,136,929,86,8120,1180,16,53,479,1,479,19,19
"1201",-80,35.1,3,5,179,137,989,80,7854,1179,16,53,459,1,459,1,3
"1202",-79.9,35.1,3,5,157,139,925,87,7762,1182,16,52,445,2,445,3,3
"1203",-79.8,35.1,8,5,151,138,950,119,7976,1191,16,50,448,1,448,3,3
"1204",-79.7,35.1,8,9,102,135,1016,132,7845,1196,16,48,476,1,476,1,1
"1205",-79.6,35.1,1,9,109,137,1185,126,6299,1198,16,49,398,1,398,1,1
"1206",-79.5,35.1,1,9,84,134,1093,119,8295,1197,16,49,410,1,410,1,1
"1207",-79.4,35.1,1,9,79,134,1043,114,7193,1198,16,48,387,1,387,1,1
"1208",-79.3,35.1,1,9,93,133,1095,101,8872,1196,16,49,414,1,414,1,1
"1209",-79.2,35.1,1,9,92,133,1156,94,6962,1194,16,50,460,1,460,1,1
"1210",-79.1,35.1,1,9,113,134,1146,82,7560,1192,16,50,346,1,346,1,1
"1211",-79,35.1,1,9,127,128,987,73,56958,1190,17,51,354,1,354,1,1
"1212",-78.9,35.1,1,9,100,133,1001,50,65535,1186,17,51,481,0,481,1,1
"1213",-78.8,35.1,3,9,138,138,1199,37,7845,1187,16,50,513,0,513,3,19
"1214",-78.7,35.1,1,9,140,134,1364,42,8872,1197,16,48,639,0,639,1,1
"1215",-78.6,35.1,1,9,137,136,1552,44,7246,1206,16,50,684,0,684,1,1
"1216",-78.5,35.1,1,9,141,136,1606,50,7346,1218,16,50,557,0,557,1,1
"1217",-78.4,35.1,1,9,137,134,1549,49,8128,1239,16,50,582,0,582,1,1
"1218",-78.3,35.1,1,9,160,136,1645,48,7980,1252,16,50,489,0,489,1,1
"1219",-78.2,35.1,1,9,158,135,1654,46,7565,1264,16,49,555,0,555,1,1
"1220",-78.1,35.1,1,9,164,134,1629,45,7762,1275,16,50,672,0,672,1,1
"1221",-78,35.1,1,9,174,135,1699,42,8658,1284,16,49,568,1,568,1,1
"1222",-77.9,35.1,1,9,175,134,1589,36,7473,1291,16,49,467,0,467,1,1
"1223",-77.8,35.1,1,9,181,131,1735,38,7968,1300,16,49,691,0,691,1,1
"1224",-77.7,35.1,1,9,167,129,1715,36,7648,1307,16,50,529,0,529,1,1
"1225",-77.6,35.1,1,9,187,131,1512,27,8517,1313,16,50,694,0,694,1,1
"1226",-77.5,35.1,6,9,207,132,1441,20,7570,1316,16,47,795,0,795,1,1
"1227",-77.4,35.1,6,9,191,132,1627,14,6593,1325,16,48,753,0,753,1,1
"1228",-77.3,35.1,6,9,219,130,1559,13,7605,1343,16,47,874,0,874,1,1
"1229",-77.2,35.1,6,9,213,129,1451,12,10038,1351,17,48,906,0,906,1,1
"1230",-77.1,35.1,1,9,223,127,1423,9,7318,1357,17,48,910,0,910,1,1
"1232",-76.9,35.1,1,9,254,128,1256,9,14777,1373,17,48,783,0,783,3,1
"1233",-76.8,35.1,1,9,252,126,1684,7,15024,1381,17,49,834,0,834,1,1
"1234",-76.7,35.1,1,9,265,124,1761,4,9585,1389,17,50,702,0,702,1,3
